Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2019,CAPSL.OL,OBX,Capsol Technologies ASA,Professional & Commercial Services,Industrials,0.12,0.0,1.76,0.0,0.0,7.49,0.0,-0.21895861148197598,0.0,0.0
2020,CAPSL.OL,OBX,Capsol Technologies ASA,Professional & Commercial Services,Industrials,0.24,0.0,10.74,0.0,0.0,5.42,0.0,-1.937269372693727,0.0,0.0
2021,CAPSL.OL,OBX,Capsol Technologies ASA,Professional & Commercial Services,Industrials,0.04,0.0,25.25,0.0,0.07,87.01,0.0,-0.29054131708998965,0.0,0.43
2022,CAPSL.OL,OBX,Capsol Technologies ASA,Professional & Commercial Services,Industrials,10.77,2.62,42.65,0.0,0.86,71.69,0.0,-0.49323476077556144,0.0,1.25
2023,CAPSL.OL,OBX,Capsol Technologies ASA,Professional & Commercial Services,Industrials,34.16,7.78,67.87,0.0,6.93,33.92,0.0,-1.4274764150943398,0.0,8.17
2024,CAPSL.OL,OBX,Capsol Technologies ASA,Professional & Commercial Services,Industrials,94.16,21.35,102.87,0.0,11.5,115.98,0.0,-0.358337644421452,0.0,14.17
