Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,5901.0,2503.0,3162.0,0.0,79.0,1453.0,18.0,0.10673011556764106,0.0,174.0
2005,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,5791.0,2330.0,3090.0,0.0,57.0,1495.0,10.0,0.20863787375415282,0.0,165.0
2006,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,6720.0,0.0,6502.0,230.0,0.0,1674.0,10.0,0.2660332541567696,0.0,179.0
2007,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,8306.0,3378.0,4550.0,374.0,59.0,2747.0,11.0,0.2512690355329949,0.0,214.0
2008,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,11056.0,4822.0,5660.0,464.0,93.0,1878.0,16.0,0.4989440337909187,0.0,281.0
2009,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,13816.0,6235.0,6838.0,520.0,115.0,3704.0,22.0,0.3081052066559313,0.0,356.0
2010,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,15497.0,6906.0,6980.0,502.0,41.0,4857.0,24.0,0.4245031755787748,0.0,372.0
2011,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,15128.0,5609.0,8084.0,600.0,35.0,5464.0,20.0,0.36469730123997085,0.0,359.0
2012,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,15652.0,4760.0,9759.0,719.0,37.0,6263.0,11.0,0.2892891297417915,0.0,442.0
2013,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,16323.0,5415.0,9977.0,728.0,43.0,6649.0,8.0,0.2427519903860598,0.0,483.0
2014,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,16552.0,5572.0,10318.0,793.0,30.0,6253.0,29.0,0.22683858643744031,0.0,482.0
2015,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,17032.0,5983.0,10620.0,745.0,24.0,6086.0,41.0,0.1876938142647299,0.0,523.0
2016,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,15845.0,5949.0,10202.0,793.0,63.0,6691.0,34.0,0.06304832713754646,0.0,500.0
2017,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,14490.0,4417.0,10111.0,663.0,110.0,7331.0,34.0,0.06992532247114731,0.0,467.0
2018,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,14381.0,4297.0,9979.0,665.0,100.0,12606.0,20.0,0.053065103754158086,0.0,443.0
2019,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,23245.0,8609.0,35570.0,850.0,252.0,12753.0,57.0,-1.5875097580015614,0.0,1065.0
2020,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,25612.0,8850.0,15681.0,939.0,241.0,13246.0,55.0,0.1337493421547252,0.0,1231.0
2021,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,27449.0,9577.0,16054.0,1056.0,204.0,13470.0,149.0,0.19604963653719068,0.0,1213.0
2022,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,31803.0,11210.0,18466.0,1204.0,301.0,13535.0,209.0,0.22045983701979047,0.0,1270.0
2023,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,40617.0,15334.0,22154.0,1513.0,339.0,15968.0,497.0,0.261342241117522,0.0,1394.0
2024,KOG.OL,OBX,Kongsberg Gruppen ASA,Aerospace & Defense,Industrials,48872.0,17689.0,26433.0,1779.0,489.0,18677.0,593.0,0.3134405812143228,0.0,1498.0
