Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,1451.73,641.78,625.88,5.02,24.27,489.33,4.94,0.3334614684281871,0.0,41.84
2005,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,1570.64,655.97,657.5699999999999,5.61,33.64,601.22,1.6,0.3799973458080358,0.0,38.44
2006,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,1822.75,800.37,807.61,9.65,46.65,663.74,4.93,0.2658561024122511,0.0,50.68
2007,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,1942.64,920.45,850.76,12.82,52.87,761.94,7.14,0.1708274821865087,0.0,47.26
2008,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2001.23,975.91,832.6199999999999,0.0,47.77,987.32,18.45,0.1440985513586608,0.0,47.77
2009,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2047.4,946.9,919.85,0.0,0.0,890.76,34.83,0.1951728086949945,0.0,60.22
2010,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2156.81,1086.81,857.12,0.0,27.21,948.56,57.63,0.18452777308460627,0.0,44.82
2011,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2177.91,1037.91,862.59,16.36,28.05,994.94,55.7,0.2529125104698086,0.0,0.0
2012,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2172.62,1002.23,935.71,14.95,27.65,941.7,68.99,0.21963213250353705,0.0,50.82
2013,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2237.94,1067.44,987.0,12.49,26.55,1026.42,100.06,0.15041545344790852,0.0,58.56
2014,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2283.02,1094.71,1032.04,16.71,23.4,1159.69,74.12,0.12123422569115182,0.0,59.33
2015,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2488.4,1191.43,1143.1299999999999,18.78,25.94,1262.4,81.6,0.10913690476190485,0.0,63.51
2016,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2420.5,1070.93,1166.6,23.22,27.86,1157.71,78.09,0.14430328532124942,0.0,64.09
2017,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2363.35,1051.52,1199.87,17.73,20.53,1335.98,67.93,0.07775427199749275,0.0,64.38
2018,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2519.42,1238.59,1217.46,15.36,18.24,1406.89,50.53,0.0415048510381359,0.0,72.97
2019,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2711.29,1187.3,1307.3999999999999,16.74,19.69,1445.58,45.27,0.14330080155615935,0.0,124.05
2020,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2801.98,1158.11,1350.05,11.8,27.88,1443.62,54.48,0.18539483345571067,0.0,166.21
2021,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2990.58,1512.06,1320.01,12.19,22.35,1394.6,0.0,0.10637458769539657,0.0,100.6
2022,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2769.73,1397.99,1363.6599999999999,13.12,41.39,1457.31,0.0,-0.013854293184017097,0.0,114.06
2023,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2527.88,953.66,1383.73,9.13,108.37,1748.22,0.0,0.05219594787841367,0.0,132.33
2024,RAP1V.HE,Rapala VMC Oyj,Leisure Products,Other,2566.77,1108.51,1408.3,11.62,92.96,1827.41,0.0,-0.017171844304233897,0.0,145.25
