Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2016,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,2.82,0.0,0.05,1.21,0.0,-2.371900826446281,0.0,0.0
2017,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,7.72,0.0,0.05,11.82,0.0,-0.6573604060913705,0.0,0.0
2018,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,6.82,0.0,0.06,10.36,0.0,-0.6640926640926641,0.0,0.0
2019,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,6.31,0.0,0.05,14.02,0.0,-0.45363766048502135,0.0,0.0
2020,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,23.08,0.0,0.09,433.16,0.0,-0.053490627020038775,0.0,0.0
2021,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,63.96,0.0,0.27,278.61,0.0,-0.23053731021858512,0.0,0.0
2022,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,74.87,0.0,0.28,457.16,0.0,-0.16438446058272815,0.0,0.0
2023,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,106.59,0.0,0.27,491.86,0.0,-0.21725694303257023,0.0,0.0
2024,AMRQM.IC,ISX,Amaroq Ltd,Metals & Mining,Materials,0.0,0.0,137.4,0.0,4.58,1589.91,0.0,-0.08930065223817701,0.0,0.0
