Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2013,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,13.17,0.0,18.03,0.0,-0.35,74.83,0.0
2014,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,210.0,0.0,216.6,0.0,-1.11,332.11,0.0
2015,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,330.56,0.0,336.08,0.0,-0.36,332.92,0.0
2016,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,231.43,0.0,254.56,0.0,0.0,285.72,0.0
2017,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,257.35,0.0,241.98,0.0,0.0,233.5,0.0
2018,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,294.57,0.0,294.46,0.0,0.0,220.76,0.0
2019,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,482.06,0.0,478.93,0.0,-5.5,415.78,0.0
2020,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,724.78,0.0,683.16,0.0,-2.55,554.11,6.18
2021,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,1295.63,0.0,1199.67,0.0,-6.57,587.86,1.0
2022,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,1613.06,0.0,1599.1799999999998,0.0,-13.56,672.99,-2.64
2023,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,2650.85,0.0,2420.51,0.0,-17.58,1021.58,2.67
2024,ABL.OL,OBX,ABL Group ASA,Oil & Gas Related Equipment and Services,Energy,3326.53,0.0,3148.95,0.0,-23.83,1126.25,4.02
