Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,685.5,364.48,276.6,18.08,-17.98,242.0,0.0
2005,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,697.5,360.08,275.45,12.34,-11.56,276.19,0.0
2006,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,763.83,388.55,303.75,12.49,0.0,342.89,0.0
2007,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,902.63,467.09,332.91999999999996,13.09,-9.79,379.93,0.0
2008,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,1088.22,559.8,406.7,14.71,0.0,470.49,0.0
2009,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,865.8,449.03,388.95,13.74,6.42,416.45,0.0
2010,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,1422.72,836.7,501.78000000000003,16.54,-21.42,432.18,0.0
2011,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,1728.17,1011.22,568.23,21.94,-31.44,483.14,0.0
2012,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,1953.12,1174.22,608.12,16.84,-21.14,514.65,0.0
2013,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,2399.98,1533.83,715.97,13.27,-23.56,584.13,0.0
2014,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,2596.74,1665.11,755.8100000000001,9.46,-23.15,702.87,0.0
2015,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,3057.62,1979.52,832.1000000000001,6.12,-21.03,876.08,0.0
2016,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,3051.23,1960.28,861.77,7.66,-19.05,931.44,0.0
2017,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,3048.84,1886.92,875.77,13.75,-21.4,1076.5,0.0
2018,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,3328.11,2080.74,961.56,41.3,0.0,1205.09,0.0
2019,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,4008.68,2527.84,1159.13,60.67,-41.22,1292.29,0.0
2020,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,3761.09,2335.59,1100.15,70.93,-59.97,1358.3,0.0
2021,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,4050.72,2524.06,1101.83,57.13,-40.79,1673.23,0.0
2022,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,4920.7,3145.93,1324.23,68.89,-60.72,2058.08,0.0
2023,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,6158.57,3922.98,1623.8899999999999,78.23,-128.49,2388.05,0.0
2024,NMAN.ST,STX,Nederman Holding AB,Professional & Commercial Services,Industrials,6000.18,3636.99,1787.6799999999998,100.78,-148.79000000000002,2793.95,1.03
