Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
1993,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,2657.64,0.0,215.85,0.0,64.68,0.0,0.0,,0.0,0.0
1994,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,1895.32,0.0,227.01,0.0,43.86,0.0,0.0,,0.0,0.0
1995,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,2084.84,0.0,209.65,0.0,76.19,579.2,0.0,3.1060082872928176,0.0,0.0
1996,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,2019.53,0.0,193.99,0.0,73.81,493.91,0.0,3.5466582980704984,0.0,0.0
1997,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,3021.43,0.0,219.8,0.0,71.55,2503.25,4.45,1.0886788690832236,0.0,0.0
1998,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,4885.0,0.0,345.16,0.0,48.17,3005.41,0.0,1.494528200811204,0.0,0.0
1999,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,4975.34,0.0,402.43,0.0,0.0,3290.87,0.0,1.3895747932917435,0.0,0.0
2000,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,8569.4,0.0,530.79,0.0,280.21,6199.37,16.65,1.248129832272097,0.0,0.0
2001,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,11286.41,0.0,730.65,0.0,263.04,5886.08,65.09,1.729528815342193,0.0,0.0
2002,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,11684.06,0.0,728.91,0.0,153.4,3786.3,53.89,2.812816553347621,0.0,0.0
2003,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,10539.19,0.0,728.85,0.0,198.27,731.13,69.35,12.007882770337797,0.0,0.0
2004,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,7460.14,0.0,753.07,4.75,130.94,1928.81,216.42,3.067680388583043,0.0,0.0
2005,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,9479.22,0.0,766.24,10.86,25.56,3069.5,177.83,2.678594414488211,0.0,0.0
2006,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,13705.79,0.0,1186.56,20.0,27.1,4308.54,115.15,2.8284373452931835,0.0,0.0
