Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,191.65,128.57,59.14,0.0,0.14,54.51,0.0,0.06971197945331153,0.0,2.85
2005,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,182.05,0.0,179.97,0.0,0.0,55.95,0.0,0.037176050044682975,0.0,3.63
2006,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,225.08,0.0,217.05,0.0,0.0,62.58,0.81,0.12667613188200033,0.0,3.0
2007,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,249.38,181.33,61.81,0.0,0.2700000000000001,62.85,0.95,0.09357366771159843,0.0,2.5
2008,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,267.96,189.57,71.42,0.0,0.69,78.04,0.8,0.07965499746321644,0.0,2.71
2009,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,211.95,150.01,62.959999999999994,0.0,1.8600000000000003,62.84,0.63,-0.04537576807940753,0.0,2.42
2010,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,266.74,191.85,65.60000000000001,0.0,0.0,63.24,0.62,0.14547447541497036,0.0,2.22
2011,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,306.69,220.29,73.07000000000001,0.0,0.98,66.82,0.83,0.18255728011825573,0.0,1.62
2012,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,321.48,231.23,80.65,0.0,1.16,65.43,1.14,0.1267838365630167,0.0,1.73
2013,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,323.5,232.48,84.07000000000001,0.0,1.52,73.19,1.45,0.07274919614147914,0.0,2.75
2014,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,348.07,251.0,82.81,0.0,3.97,80.06,1.57,0.12605659683939716,0.0,2.91
2015,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,374.39,271.23,81.83000000000001,0.0,8.67,92.69,2.65,0.1327879169288856,0.0,2.93
2016,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,374.23,264.64,89.41000000000001,0.0,9.11,101.35,3.98,0.10509826260324714,0.0,3.67
2017,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,506.16,368.22,115.86,0.0,6.06,117.63,6.67,0.12888173773129524,0.0,5.72
2018,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,549.37,396.34,119.49000000000001,0.0,6.63,130.15,6.92,0.19632304661851624,0.0,5.43
2019,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,589.42,428.17,126.99,0.0,6.75,149.58,9.49,0.17294272961589202,0.0,10.3
2020,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1045.51,766.71,235.92,0.0,18.23,163.43,10.48,0.1417399804496577,0.0,21.45
2021,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1239.73,929.79,266.24,0.0,0.0,214.25,10.01,0.1948631053241775,0.0,29.47
2022,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1619.04,1220.34,340.15999999999997,0.0,16.15,423.56,14.68,0.09672782037239887,0.0,40.38
2023,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1840.01,1340.37,441.47,0.0,34.22,459.71,16.78,0.050263384331255795,0.0,61.6
2024,BOREO.HE,HEX,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1557.03,1103.86,426.44,0.0,34.86,507.16,16.47,-0.015526230353493735,0.0,65.07
