Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2015,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,72.93,0.0,0.26,64.75,0.0,-1.1303474903474906,0.0,0.18
2016,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,131.57000000000002,0.0,0.02,153.27,0.0,-0.8585502707640114,0.0,0.21
2017,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.0,0.0,183.71,12.52,0.03,350.35,0.0,-0.48871128871128866,0.0,0.19
2018,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,2.34,0.0,196.86999999999998,10.29,0.05,337.28,0.0,-0.5464006166982922,0.0,0.2
2019,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,8.9,0.0,213.28,21.23,0.11,219.75,0.0,-0.8339476678043232,0.0,0.79
2020,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.6,0.0,261.70000000000005,21.79,0.05,670.23,0.0,-0.35713113408829816,0.0,0.73
2021,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.77,0.0,315.24,12.74,0.1699999999999999,384.43,0.0,-0.7853185235283408,0.0,1.31
2022,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.39,0.0,306.02,8.34,0.39,88.5,0.0,-3.3636158192090395,0.0,0.88
2023,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.35,0.0,192.18,8.5,0.6,127.48,0.0,-1.442814559146533,0.0,0.22
2024,ONCIN.OL,OBX,Oncoinvent ASA,Biotechnology & Medical Research,Health Care,0.85,0.0,152.09,2.87,0.0,122.7,0.0,-1.2092094539527303,0.0,0.46
