Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2013,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,2784.17,1779.55,950.52,0.0,-86.23,407.52,0.0
2014,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,4838.35,2769.43,1619.1799999999998,0.0,-144.67,849.42,0.0
2015,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,5184.86,3006.47,1778.9299999999998,0.0,-51.44,967.97,0.0
2016,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,5859.72,3538.18,1965.68,0.0,-60.39,921.77,0.0
2017,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,6876.13,4193.13,2293.5299999999997,5.71,-47.64000000000001,1455.54,0.0
2018,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,8238.11,4954.85,2693.2799999999997,5.62,-55.25,1547.71,0.98
2019,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,9204.4,5629.1,2965.77,5.58,-67.01,1629.66,2.81
2020,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,10173.41,6036.5,3473.7,3.07,-70.62,1957.88,1.04
2021,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,10123.29,6213.68,3380.44,6.01,-62.14,1900.82,0.0
2022,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,11514.8,7419.68,3539.29,10.45,-87.41000000000001,2194.09,1.88
2023,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,12952.53,8068.71,3946.27,12.94,-151.28,2414.22,0.0
2024,SCST.ST,STX,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,13245.38,8012.92,4334.44,27.46,-170.85,2684.36,0.0
