Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,131.1,0.0,6.77,0.0,0.0,286.6,0.0,0.4338101884159106,0.0,0.0
2005,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,195.29,0.0,0.0,0.0,0.0,399.27,0.0,0.4891176396924387,0.0,0.0
2006,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,240.04,0.0,3.84,0.0,0.0,609.92,0.0,0.3872639034627492,0.0,0.0
2007,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,22.59,0.0,4.03,0.0,0.0,573.33,0.0,0.032372281234193216,0.0,0.0
2008,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,271.63,0.0,2.94,0.0,0.0,374.63,0.0,0.7172143181272188,0.0,0.0
2009,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,177.39,0.0,0.0,0.0,0.0,439.42,0.0,0.40369122934777657,0.0,0.0
2010,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,36.32,0.0,0.0,0.0,0.0,423.32,0.0,0.08579797788906737,0.0,0.0
2011,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,88.94,0.0,0.0,0.0,0.0,288.02,0.0,0.30879800013887926,0.0,0.0
2012,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,40.23,0.0,0.0,0.0,0.0,280.14,0.0,0.14360676804454914,0.0,0.0
2013,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,78.28,0.0,7.84,0.0,0.0,355.05,0.0,0.19839459231094211,0.0,0.0
2014,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,37.04,0.0,3.38,0.0,0.0,308.47,0.0,0.10911920121891916,0.0,0.0
2015,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,150.72,0.0,4.17,0.0,0.0,465.06,0.0,0.31512062959618115,0.0,0.0
2016,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,35.13,0.0,3.89,0.0,0.0,392.26,0.0,0.0796410544026921,0.0,0.0
2017,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,13.68,0.0,4.43,0.0,0.0,412.22,0.0,0.022439474067245644,0.0,0.0
2018,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,32.9,0.0,2.91,0.0,0.0,99.94,0.0,0.30008004802881727,0.0,0.0
2019,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,4.43,0.0,2.26,0.0,0.0,49.85,0.0,0.04353059177532598,0.0,0.0
2020,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,1.57,0.0,1.08,0.0,0.0,38.52,0.0,0.012720664589823467,0.0,0.0
2021,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,21.51,18.0,12.100000000000001,0.0,0.54,20.2,0.0,-0.45198019801980194,0.0,2.97
2022,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,82.95,62.05,15.58,0.0,0.66,16.82,0.0,0.2770511296076103,0.0,3.1
2023,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,151.27,109.57,26.009999999999998,0.0,1.65,43.61,0.0,0.3219445081403352,0.0,5.24
2024,ENSG.CO,COX,Ennogie Solar Group A/S,Construction & Engineering,Industrials,71.96,46.6,21.830000000000002,0.0,1.24,23.93,0.0,0.09569577935645593,0.0,4.89
