Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2018,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,438.37,209.54,154.07,0.0,9.25,148.19,0.0,0.4420676158985088
2019,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,668.18,304.5,224.8,0.0,6.11,443.04,0.0,0.299679487179487
2020,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,618.8,292.67,232.66,0.0,0.98,436.31,0.0,0.21198230615846517
2021,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,787.8,363.3,283.2,0.0,8.6,497.9,0.0,0.26651938140188786
2022,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,1167.5,549.5,382.6,0.0,16.7,599.3,0.0,0.3649257467044886
2023,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,1518.9,614.7,512.5,0.0,31.4,793.4,0.0,0.45412150239475685
2024,NORBT.OL,OBX,Norbit ASA,Electronic Equipment & Parts,Information Technology,1751.4,704.6,572.7,0.0,64.3,1157.3,0.0,0.3541000604856132
