Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2100.73,1502.13,502.2000000000001,0.0,0.0,493.3,0.0,0.1954186093654972,0.0,51.63,369.43
2005,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2390.1,1733.99,727.54,0.0,2.77,543.73,0.0,-0.1364647895094993,0.0,45.31,643.31
2006,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2915.79,2110.13,862.78,0.0,0.0,644.46,0.0,-0.0886323433572294,0.0,46.19,917.14
2007,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,3124.11,2256.18,0.0,0.0,0.0,642.44,0.0,1.3509899757175772,0.0,0.0,1261.29
2008,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,3009.82,2178.32,1049.24,0.0,0.0,748.69,0.0,-0.2908279795375923,0.0,54.61,228.61
2009,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2334.52,1629.29,156.18,0.0,0.0,647.54,0.0,0.8479012879513235,0.0,12.28,283.52
2010,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2290.86,1648.65,588.19,0.0,0.0,623.88,0.0,0.0865871641982432,0.0,41.6,271.07
2011,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2475.53,1775.66,554.9499999999999,0.0,0.0,698.59,0.0,0.207446427804578,0.0,37.66,395.79
2012,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2282.66,1604.14,540.1899999999999,0.0,8.11,754.3,0.0,0.1726368818772369,0.0,37.55,507.23
2013,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2419.06,1695.47,584.4000000000001,0.0,5.15,964.82,0.0,0.1389274683360624,0.0,38.7,732.41
2014,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,2532.52,1807.66,606.2800000000001,0.0,6.04,1135.97,0.0,0.0990695176809245,0.0,49.83,667.19
2015,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,3155.86,2302.51,703.9300000000001,0.0,6.71,1317.98,0.0,0.1082793365604939,0.0,64.2,1109.58
2016,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,3522.91,2647.5,700.46,0.0,12.78,895.11,0.0,0.1811732636212307,0.0,80.07,1141.95
2017,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,4101.27,3137.67,781.06,0.0,15.89,867.6,0.0,0.1920816044260032,0.0,95.19,1143.12
2018,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,4346.46,3310.82,838.02,0.0,16.27,1004.02,0.0,0.1806238919543434,0.0,111.02,841.69
2019,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,4724.87,3630.12,863.44,0.0,10.19,1146.78,0.0,0.1928181516943092,0.0,139.48,989.4
2020,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,5897.04,4581.71,993.74,0.0,9.989999999999998,1450.55,0.0,0.2148150701458067,0.0,150.31,1834.9
2021,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,6560.83,5034.69,1096.91,0.0,5.91,1669.56,0.0,0.2535518340161482,0.0,137.35,4047.02
2022,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,7294.96,5521.44,1257.82,0.0,12.43,1984.91,0.0,0.2535480198094626,0.0,146.6,2627.73
2023,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,8057.03,6169.91,1442.73,0.0,42.17,2213.78,0.0,0.1816892374129316,0.0,173.18,2365.08
2024,AOJb.CO,Broedrene A & O Johansen A/S,Homebuilding & Construction Supplies,Other,8460.02,6512.41,1589.6999999999998,0.0,75.26,2424.42,0.0,0.1165845851791359,0.0,186.83,2787.92
