Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2013,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,347.25,147.82,188.4,0.0,0.0,199.78,0.0,0.05521073180498549,0.0,16.27
2014,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,361.46,154.71,289.05,0.0,0.0,127.98,0.0,-0.6430692295671202,0.0,110.09
2015,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,218.37,81.65,119.92999999999999,0.0,0.54,183.92,0.0,0.08835363201391915,0.0,1.57
2016,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,170.51,62.3,89.03,0.0,0.0,186.61,0.0,0.10278120143615022,0.0,2.09
2017,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,176.69,62.34,116.84,0.0,0.64,120.16,0.0,-0.02604860186418117,0.0,2.7
2018,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,198.99,73.16,145.79,0.0,0.6,348.85,0.0,-0.05893650566145902,0.0,5.33
2019,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,227.19,84.11,136.56,0.0,0.7,413.4,0.0,0.014078374455732902,0.0,8.96
2020,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,253.16,73.29,135.06,0.0,183.89,272.4,0.0,-0.5105726872246696,0.0,9.62
2021,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,275.81,96.1,149.28000000000003,0.0,0.4499999999999999,275.77,0.0,0.10871378322515132,0.0,10.61
2022,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,287.68,138.06,172.88,0.0,2.5,273.26,0.0,-0.09426919417404667,0.0,12.28
2023,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,435.39,176.64,193.1,0.0,2.49,322.77,0.0,0.1956811351736531,0.0,17.35
2024,VISTN.OL,OBX,Vistin Pharma ASA,Pharmaceuticals,Health Care,429.09,149.97,194.23999999999998,0.0,2.47,309.53,0.0,0.2662423674603432,0.0,19.03
