Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2015,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,1790.79,1568.97,109.0,0.0,10.52,164.31,24.07,0.5430512793290155,0.0,0.0
2016,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,2288.94,2131.83,139.44,0.0,11.78,177.34,33.19,0.027977010402318578,0.0,0.0
2017,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,2748.17,2484.78,164.62,0.0,6.779999999999999,383.25,3.0,0.23816181229773428,0.0,0.0
2018,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3419.98,3096.9,170.44,0.0,13.11,454.75,2.93,0.3048636601992657,0.0,0.0
2019,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3619.04,3231.92,187.05,0.0,13.96,533.53,2.81,0.3470000372897787,0.0,0.0
2020,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3705.0,3205.55,275.32,0.0,7.17,1660.28,3.13,0.13043086190416062,0.0,0.0
2021,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3957.72,3437.57,292.64,0.0,13.03,1702.06,3.9,0.12572393256582784,0.0,0.0
2022,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,4922.7,4634.81,342.05,0.0,38.96,1499.44,3.77,-0.06194743249446225,0.0,0.0
2023,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,4967.43,4992.31,392.14,0.0,79.62,1184.96,4.03,-0.4176990555008874,0.0,0.0
2024,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,5073.8,4984.3,352.9,0.0,55.940000000000005,991.08,4.11,-0.3208834493915734,0.0,0.0
