Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2012,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,2610.62,1546.46,959.02,0.0,-217.94,956.14,0.0
2013,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,3635.56,2154.13,1367.28,0.0,-195.77,971.09,0.0
2014,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,4152.95,2423.73,1674.8400000000001,0.0,-173.48000000000002,1204.6,0.0
2015,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,4629.23,2569.34,1456.27,0.0,0.0,1528.47,0.0
2016,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,4980.63,2903.03,1902.17,0.0,-46.01,1708.37,0.0
2017,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,5329.47,3118.35,2075.16,0.0,-45.81,1764.23,0.0
2018,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,5738.14,3298.3,2305.22,0.0,-47.08,1788.93,0.0
2019,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,6156.04,3543.73,2118.34,0.0,-54.019999999999996,1977.87,0.0
2020,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,7928.66,4534.13,2319.7200000000003,0.0,-150.47000000000003,2213.61,0.0
2021,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,8568.38,4592.14,1973.05,0.0,-122.75,2620.05,268.68
2022,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,8928.9,4832.78,2131.59,0.0,-146.82,2960.52,322.08
2023,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,9378.48,5275.68,2221.5099999999998,0.0,-191.17,3561.22,50.58
2024,EPR.OL,OBX,Europris ASA,Diversified Retail,Consumer Discretionary,12631.97,7437.46,3153.1,0.0,-213.31,4057.55,51.3
