Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,562.59,0.0,180.31,0.0,-6.97,240.4,0.0
2005,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,554.95,0.0,182.16,0.0,-5.44,238.27,0.0
2006,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,709.97,0.0,214.49,0.0,-6.96,293.55,0.0
2007,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,718.71,0.0,218.25,0.0,-6.67,289.89,0.0
2008,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,770.81,0.0,238.64,0.0,-8.38,351.69,0.0
2009,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,691.98,0.0,240.48,0.0,-4.94,319.68,0.0
2010,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,653.37,0.0,230.36,0.0,-3.44,320.43,0.0
2011,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,562.35,358.78,191.49,0.0,-4.58,316.8,0.17
2012,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,539.2,349.87,191.4,0.0,-3.7,307.06,0.26
2013,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,540.34,343.95,185.01,0.0,-2.89,350.31,0.28
2014,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,694.45,443.4,221.56,0.0,-3.49,379.66,0.38
2015,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,700.92,444.59,223.82999999999998,0.0,-1.91,418.63,0.42
2016,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,811.49,522.99,248.34,0.0,-3.14,401.33,0.47
2017,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,900.37,603.86,251.67,0.0,0.0,439.58,0.1
2018,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,903.22,590.16,261.08,0.0,-3.56,444.99,0.49
2019,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,951.15,627.31,256.0,0.0,-7.91,465.83,1.31
2020,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,837.52,575.09,260.48,0.0,-6.24,492.24,1.36
2021,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,829.43,538.29,260.38,0.0,-3.91,494.74,1.46
2022,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,890.67,587.76,271.46,0.0,-6.08,506.49,1.6
2023,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,953.97,627.62,310.22999999999996,24.19,-13.83,521.2,1.91
2024,LAMMb.ST,STX,Lammhults Design Group AB,Professional & Commercial Services,Industrials,885.7,599.52,321.16999999999996,31.53,-17.09,431.59,0.41
