Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,591.68,0.0,377.38,0.0,2.06,434.32,0.0,0.48867194695155636,0.0,13.15
2005,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,1118.18,0.0,587.81,0.0,1.08,589.38,0.0,0.8980454036445079,0.0,13.76
2006,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,1622.55,0.0,895.0200000000001,0.0,0.25,766.95,0.0,0.9482756372644889,0.0,9.11
2007,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,257.5,0.0,584.2,0.0,0.0,884.57,0.0,-0.3693319918152323,0.0,10.2
2008,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,546.17,0.0,803.97,0.0,11.5,356.99,0.0,-0.7543628673072077,0.0,11.13
2009,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,87.22,0.0,510.14000000000004,0.0,17.39,321.36,0.0,-1.3701456310679614,0.0,11.35
2010,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,295.0,0.0,454.90000000000003,0.0,0.0,247.09,0.0,-0.6471326237403376,0.0,22.6
2011,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,358.91,0.0,553.42,0.0,3.15,235.13,0.0,-0.8406413473397693,0.0,21.58
2012,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,336.59,0.0,421.61,0.0,10.54,184.33,0.0,-0.5184180545760323,0.0,23.16
2013,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,420.86,0.0,415.96,0.0,12.08,229.75,0.0,-0.031251360174102134,0.0,18.43
2014,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,134.82,0.0,221.56,0.0,6.59,215.19,0.0,-0.43370974487662073,0.0,1.34
2015,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,3.24,2.22,20.900000000000002,0.0,0.3299999999999999,509.6,0.0,-0.0396585557299843,0.0,0.14
2016,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,3.8,3.57,42.85,0.0,2.1,-25.32,0.0,1.766192733017378,0.0,0.14
2017,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,13.86,11.69,53.0,0.0,2.38,16.54,0.0,-3.2170495767835554,0.0,0.47
2018,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,14.02,8.14,20.27,0.0,0.4,2.84,0.0,-5.20774647887324,0.0,0.64
2019,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,8.56,5.54,22.62,0.0,0.75,-2.03,0.0,10.024630541871923,0.0,0.52
2020,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,154.02,17.61,132.09,0.0,2.94,316.21,0.0,0.0043641883558395425,0.0,7.24
2021,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,413.94,92.86,370.85,0.0,3.69,316.51,0.0,-0.16890461596790002,0.0,42.97
2022,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,504.97,115.04,480.27000000000004,0.0,3.29,281.93,0.0,-0.33210371368779495,0.0,56.23
2023,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,572.98,132.67,464.16,0.0,5.28,262.46,0.0,-0.11098834108054549,0.0,48.31
2024,ARRA.OL,OBX,Arribatec Group ASA,Professional & Commercial Services,Industrials,574.73,146.68,513.3,0.0,5.48,189.15,0.0,-0.4796722178165474,0.0,70.03
