Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2015,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,12.9,0.0,11.440000000000001,0.0,0.07,46.67,0.05,0.029751712328767103,0.0,0.05
2016,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,26.04,0.0,23.36,0.0,2.08,36.95,0.04,0.01622060016220599,0.0,0.05
2017,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,40.4,0.0,41.39,0.0,15.9,360.58,0.03,-0.04683730345802946,0.0,0.06
2018,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,33.35,0.0,41.790000000000006,0.0,2.99,425.88,0.02,-0.026837285747828142,0.0,0.17
2019,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,24.88,0.0,49.62,0.0,3.62,518.09,0.02,-0.05473741097450348,0.0,4.82
2020,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,15.4,0.0,66.96,0.0,2.46,552.87,0.02,-0.09770478757076452,0.0,6.17
2021,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,105.02,0.0,82.61999999999999,0.0,3.0,799.0,0.01,0.024280046557615054,0.0,6.130000000000001
2022,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,21.45,0.0,116.44000000000001,0.0,0.12,1468.23,3.63,-0.06461891756009404,0.0,4.54
2023,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,1480.64,1233.1,113.12,0.0,45.76,1796.17,3.89,0.04925391375843038,0.0,0.01
2024,BESQAB.ST,Besqab AB (publ),Real Estate Operations,Real Estate,3433.08,3247.37,230.25,0.0,70.58,3274.28,4.01,-0.03511586833379596,0.0,4.88
