Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2015,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,138.44,0.0,114.44999999999999,0.0,1.15,98.17,0.0,0.2326576347152899,0.0,5.74
2016,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,157.51,0.0,136.0,0.0,1.28,61.17,0.0,0.33071767206146785,0.0,7.36
2017,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,197.45,0.0,178.94,0.0,1.4600000000000002,88.16,0.0,0.1933983666061705,0.0,13.94
2018,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,228.79,0.0,215.68,0.0,2.13,36.76,0.0,0.29869423286180596,0.0,17.67
2019,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,269.59,0.0,238.62,0.0,2.3,64.35,0.0,0.4455322455322451,0.0,29.41
2020,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,346.64,0.0,282.06,0.0,2.54,115.74,0.0,0.5360290305857957,0.0,39.26
2021,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,404.74,0.0,349.8,0.0,4.569999999999999,131.59,0.0,0.3827798464928946,0.0,56.93
2022,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,465.9,0.0,406.57,0.0,6.07,193.26,0.0,0.27558729173134633,0.0,59.65
2023,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,574.39,0.0,492.01,0.0,10.420000000000002,266.47,0.0,0.2700491612564266,0.0,65.85
2024,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,697.4,0.0,603.6,0.0,18.93,320.2,0.0,0.23382261086820721,0.0,78.21
