Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,42700.47,0.0,2364.7,0.0,-339.52,6133.36,0.0
2005,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,42760.05,39004.53,2312.22,0.0,0.0,5761.53,0.0
2006,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,48621.37,44142.62,2432.11,0.0,0.0,6187.91,0.0
2007,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,50615.46,0.0,2651.38,0.0,0.0,6061.08,0.0
2008,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,49150.65,0.0,2734.44,0.0,0.0,5551.44,0.0
2009,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,46092.15,0.0,2497.81,0.0,0.0,6043.25,0.0
2010,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,41503.47,0.0,2252.37,0.0,0.0,7037.56,0.0
2011,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,45374.26,41216.43,2395.89,0.0,-194.33,7189.83,0.0
2012,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,49181.99,44458.62,2567.94,0.0,-271.58,6534.94,0.0
2013,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,52186.34,46955.34,2824.88,0.0,-258.12,8159.78,0.0
2014,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,52236.98,47009.33,2863.22,0.0,-284.76,8479.86,0.0
2015,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,50784.48,46546.07,2643.63,0.0,-48.76,10142.25,0.0
2016,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,51978.86,47609.16,2859.46,0.0,-118.82,5266.01,0.0
2017,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,52717.72,48862.74,2840.16,0.0,-106.52,5171.34,0.0
2018,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,53702.71,51697.73,2692.35,0.0,-98.33,2860.24,0.0
2019,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,54191.61,50376.22,2615.87,0.0,-120.05,2854.25,0.0
2020,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,55188.2,50753.45,3036.67,0.0,-93.14,4147.57,0.0
2021,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,53531.89,49001.91,2814.2,0.0,-42.09,5693.68,0.0
2022,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,51495.94,47699.16,2832.38,0.0,-62.71,6761.11,0.0
2023,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,56663.08,51998.22,3141.09,0.0,-117.44999999999999,7373.54,0.0
2024,NCCb.ST,STX,Ncc AB,Construction & Engineering,Industrials,62656.2,57287.47,3277.78,0.0,-293.90999999999997,8906.39,0.0
