Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2010,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,1.06,0.0,0.0,0.0,0.0,16.13,0.0
2011,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,2.03,0.0,0.0,0.0,0.0,25.04,0.0
2012,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,2.23,0.0,0.0,0.0,0.0,22.47,0.0
2013,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,2.33,0.0,0.0,0.0,0.0,37.71,0.0
2014,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.78,0.0,0.0,0.0,0.0,51.47,0.0
2015,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.8,0.0,0.0,0.0,0.0,85.74,0.0
2016,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.84,0.0,12.04,12.04,0.0,29.95,0.0
2017,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.9,0.0,17.0,17.0,0.0,57.61,0.0
2018,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.48,0.0,19.16,19.16,0.0,278.55,0.0
2019,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,87.4,62.39,-0.03,301.55,0.0
2020,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,170.93,145.36,-0.01,370.18,0.0
2021,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,294.07000000000005,272.41,-0.02,373.46,0.0
2022,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,273.15999999999997,237.5,-0.01,272.1,0.0
2023,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,319.38,274.99,0.0,458.47,0.0
2024,VICOR.ST,STX,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,111.2,0.0,304.8,253.5,-0.01,1161.06,0.0
