Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,562.54,333.05,187.43,0.0,0.0,188.28,1.91
2005,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,856.07,489.74,296.45,0.0,0.0,232.34,1.43
2006,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1094.68,615.18,376.41,0.0,0.0,307.71,2.59
2007,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1397.26,0.0,1291.68,0.0,0.0,355.97,2.85
2008,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1487.3,832.4,530.31,0.0,0.0,475.38,3.6
2009,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1445.23,775.7800000000001,572.8199999999999,0.0,0.0,470.83,3.71
2010,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1596.21,0.0,1521.42,0.0,0.0,540.88,1.14
2011,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1856.55,971.0200000000001,740.75,0.0,0.0,599.5,0.07
2012,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1858.09,992.24,729.05,0.0,0.0,670.62,0.12
2013,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2281.0,1213.37,897.3399999999999,0.0,-2.48,834.06,0.39
2014,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2403.1,1243.63,957.7,0.0,-2.37,1009.91,1.53
2015,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2803.18,1485.8,1138.5700000000002,0.0,-1.77,1221.79,2.41
2016,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3229.86,1589.31,1330.2,0.0,-7.46,1384.98,2.6
2017,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3892.5,2065.63,1585.8400000000001,0.0,-1.04,1640.51,3.74
2018,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4370.7,2331.1,1848.3100000000002,0.0,-6.44,1734.42,5.26
2019,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4757.7,2462.21,1844.5200000000002,0.0,-9.75,1882.58,6.96
2020,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4932.16,2497.54,1922.62,0.0,-14.860000000000001,2277.54,9.92
2021,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5483.08,2993.6,2134.7,0.0,-23.049999999999997,2548.71,11.69
2022,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6701.37,3649.5,2587.2400000000002,0.0,-23.75,2978.16,15.06
2023,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8925.64,4604.15,3351.1,0.0,-44.79,3767.31,19.13
2024,AQ.ST,STX,AQ Group AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8699.4,4258.17,3344.9,0.0,-34.58,4511.28,21.59
