Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,6438.17,3762.87,1783.44,0.0,0.0,2821.1,171.16,0.298055650244297,86.52,0.0,2522.48
2005,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,6750.87,4037.28,1836.76,0.0,0.0,3000.79,108.64,0.2819905899151935,80.54,0.0,3272.54
2006,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,8116.89,5029.820000000001,1992.38,0.0,0.0,3480.63,122.97,0.3037767787767786,132.26,0.0,6003.69
2007,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,8938.39,5563.52,2119.3,0.0,0.0,3763.95,123.06,0.3230169204607139,154.82,0.0,6724.22
2008,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,9053.29,5979.12,2105.48,0.0,0.0,4454.16,92.05,0.2130763867045299,148.9,0.0,4164.6
2009,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,7686.11,4897.58,1991.32,0.0,0.0,4058.73,52.49,0.1939108099298991,145.49,0.0,3188.39
2010,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,10607.74,7056.56,2350.0,0.0,0.0,6625.22,60.12,0.179673733871426,167.5,0.0,6490.33
2011,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,12161.96,8155.42,2579.02,0.0,0.0,7186.81,60.02,0.196985440530549,137.0,0.0,5488.43
2012,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,11751.0,8281.09,2517.81,0.0,0.0,6774.1,53.46,0.1394495251597935,141.15,0.0,3736.49
2013,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,12669.81,8632.76,2908.94,0.0,0.0,7002.07,61.4,0.1597104539270357,141.89,0.0,7257.95
2014,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,14328.58,9602.69,3290.41,0.0,0.0,7376.19,62.4,0.1929774325510616,171.72,0.0,9076.28
2015,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,16160.05,10106.65,3810.03,0.0,104.01,8336.05,63.68,0.2546939008753852,204.57,0.0,21123.13
2016,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,17207.13,10071.93,4123.23,0.0,83.72,8114.41,58.93,0.3582684679702547,217.48,0.0,23666.83
2017,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,17975.14,10386.91,4197.9,0.0,80.17,8683.88,64.82,0.3783602135174369,0.0,0.0,24980.55
2018,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,20250.86,11881.41,4519.92,0.0,176.65,12173.82,106.15,0.2990951932292995,0.0,0.0,20397.88
2019,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,21881.65,12109.29,4979.82,0.0,336.3,13540.5,105.41,0.3265623179399542,0.0,0.0,25108.78
2020,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,20102.72,11305.35,4866.320000000001,0.0,391.37,14799.14,125.31,0.2371732291642238,0.0,0.0,22718.13
2021,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,24981.75,14734.29,5585.67,0.0,405.91,15411.89,145.42,0.2735614318927886,0.0,0.0,27552.39
2022,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,36472.06,21950.01,7771.33,0.0,494.03,18364.12,160.77,0.3377450554362266,0.0,0.0,21200.3
2023,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,41814.93,26036.32,10380.22,0.0,0.0,20767.79,138.05,0.2582240177864176,2090.44,0.0,19619.62
2024,DFDS.CO,DFDS A/S,Freight & Logistics Services,Industrials,46361.6,27310.86,12130.71,0.0,1280.85,21799.7,118.36,0.2572846319427905,0.0,0.0,12212.72
