Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2006,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,2532.38,2115.43,74.16,0.0,9.76,915.4,0.0,0.36380817129123916,0.0,3.17
2007,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,2629.67,2075.21,80.21000000000001,0.0,14.73,1000.45,0.0,0.459313309010945,0.0,6.65
2008,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,2980.9,2386.68,112.95,0.0,27.98,879.03,0.53,0.5153599527036249,0.0,6.54
2009,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,3661.85,2712.19,676.0699999999999,0.0,38.49,1251.13,0.46,0.1878410661638395,0.0,6.28
2010,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,4593.49,4075.23,115.0,0.0,24.95,1315.5,0.44,0.28748271197774955,0.0,0.0
2011,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,4799.57,4127.37,804.4100000000001,0.0,72.96,1165.62,0.39,-0.17595903980240327,0.0,5.69
2012,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,4710.38,4429.35,615.45,0.0,56.41,1093.59,402.27,-0.2612744508175901,0.0,2.39
2013,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,5784.61,5428.98,755.1600000000001,0.0,48.2,1037.39,313.32,-0.3314775192306268,0.0,2.25
2014,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,5723.78,4849.65,729.86,0.0,49.21,1148.0,383.21,0.06208162172399611,0.0,4.23
2015,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,6203.62,5326.86,617.98,0.0,42.79,1072.75,452.31,0.14162721466696407,0.0,5.19
2016,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,6320.97,5112.74,855.0100000000001,0.0,65.41,1143.94,486.5,0.17652290179338118,0.0,2.86
2017,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,6478.38,5302.68,833.2600000000001,0.0,46.91,1295.43,545.94,0.16049463171442988,0.0,3.08
2018,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,7120.15,5883.26,859.29,0.0,53.25,1332.04,657.31,0.16304320506698142,0.0,0.0
2019,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,7144.55,5802.55,872.91,0.0,52.28,1404.61,610.11,0.20688234593392635,0.0,8.01
2020,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,6875.24,5567.07,1084.7699999999998,0.0,46.15,1726.07,651.45,0.07455247484774064,0.0,8.59
2021,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,7606.05,6028.2,1198.99,0.0,39.76,1992.54,722.75,0.12488537135996537,0.0,7.45
2022,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,10563.28,7518.45,1412.4700000000003,0.0,14.0,3552.97,1039.66,0.3523819685017083,0.0,6.68
2023,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,8936.67,7059.06,1303.2599999999998,0.0,15.82,3719.81,922.8,0.12030517316767937,0.0,6.04
2024,ARP.ST,Arctic Paper SA,Paper & Forest Products,Materials,9280.49,7701.49,1435.48,0.0,20.28,4006.5,862.89,0.02530912496226426,0.0,6.34
