Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,219.01,7.82,0.0,0.0,-0.18,93.12,0.0
2005,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,484.78,26.6,0.0,0.0,-8.53,415.82,0.0
2006,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,683.48,37.81,0.0,14.37,-17.12,518.2,0.0
2007,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,847.86,67.0,0.0,17.48,-25.15,543.92,0.0
2008,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1014.64,82.76,0.0,16.38,-29.66,699.79,0.0
2009,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1050.19,69.79,0.0,22.89,-15.37,482.57,0.0
2010,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1046.99,81.29,24.03,24.03,-5.83,524.99,0.0
2011,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,950.17,83.54,0.0,0.0,0.0,307.55,0.0
2012,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,750.72,68.72,124.89,44.91,-4.86,308.74,0.0
2013,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,778.83,93.62,92.73,92.73,0.0,300.68,0.0
2014,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,814.21,79.4,115.4,115.4,-3.28,331.9,0.0
2015,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,724.04,81.86,23.22,53.0,-2.59,392.52,0.0
2016,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,803.08,103.99,31.07,53.69,-2.59,297.95,0.0
2017,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,882.05,102.71,35.27,53.29,-4.16,434.52,0.0
2018,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1076.53,120.93,40.83,58.35,-3.68,473.41,0.0
2019,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1297.79,148.31,58.45,61.77,-3.55,523.42,0.0
2020,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1491.05,163.6,54.09,63.87,-4.41,636.29,0.0
2021,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1584.6,220.24,59.72,62.02,-5.12,681.35,0.14
2022,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,1723.55,287.79,83.56,55.6,-4.68,744.74,0.56
2023,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,2191.21,379.52,103.69,54.82,-14.67,843.58,0.0
2024,DIGIA.HE,HEX,Digia Oyj,Software & IT Services,Information Technology,2389.83,398.92,111.07,44.6,-18.65,985.11,0.0
