Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,3559.4,3033.92,393.01000000000005,0.0,21.55,808.16,4.11,0.13655557881000158,0.0,39.6
2005,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,4014.45,3254.69,485.65999999999997,0.0,26.75,1295.11,6.71,0.19000322625247715,0.0,48.21
2006,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,5616.59,4105.19,827.6500000000001,0.0,56.580000000000005,2320.55,20.17,0.26793892477528297,0.0,84.71
2007,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,6290.9,4698.68,1205.01,0.0,129.44,3758.01,20.83,0.06821405510685802,0.0,153.85
2008,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,6057.05,4455.7,1440.69,0.0,188.7,3743.69,20.66,-0.00744882914713023,0.0,197.02
2009,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,7473.81,5177.49,1481.23,0.0,101.04,4281.69,18.57,0.16604809941724472,0.0,204.01
2010,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,8887.67,5612.16,1689.2600000000002,0.0,0.0,5445.71,548.56,0.26462771947209585,0.0,219.62
2011,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,9162.81,6184.79,2097.8,0.0,126.34,5262.84,534.93,0.13002930437047336,0.0,271.9
2012,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,9102.94,6442.32,2177.52,0.0,0.0,5314.58,649.38,0.08100322604444041,0.0,291.77
2013,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,10764.71,7039.81,2405.79,0.0,124.1,6755.2,793.75,0.15830148563707522,0.0,307.18
2014,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,12579.47,8450.39,2902.88,0.0,129.44,7262.31,817.28,0.13574451178834565,0.0,369.48
2015,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,13450.73,9278.37,3292.57,0.0,132.59,7885.7,878.36,0.08525728942978467,0.0,433.92
2016,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,17269.28,10561.41,4161.25,0.0,158.58999999999995,12539.95,935.48,0.17721363993579417,0.0,511.62
2017,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,18623.52,9916.88,5248.640000000001,0.0,214.11,13607.29,874.83,0.22399275796637508,0.0,583.27
2018,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,19837.64,11008.75,5933.17,0.0,8.46,16152.89,981.4,0.1685077117289365,0.0,659.67
2019,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,20426.9,11284.33,6536.72,0.0,240.74000000000004,16850.63,912.67,0.13314586816638807,0.0,1012.04
2020,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,19959.65,11344.16,6908.01,0.0,226.69,16757.05,875.72,0.08397943147900196,0.0,1157.59
2021,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,23073.28,12836.98,7868.799999999999,0.0,247.18,18196.93,1126.18,0.10972974847216624,0.0,1252.33
2022,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,26645.88,16064.21,9049.369999999999,0.0,309.01,19708.71,1314.98,0.05818626511330804,0.0,1326.04
2023,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,30869.71,18159.87,10265.64,0.0,593.02,18687.13,1209.41,0.09304029745875417,0.0,1483.89
2024,LSG.OL,Leroy Seafood Group ASA,Food & Tobacco,Consumer Staples,31124.69,17847.62,11463.099999999999,0.0,705.15,20009.37,1157.44,0.05238484211839201,0.0,1652.21
