Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1270.19,574.35,646.02,0.0,46.07,1074.04,0.0,0.0034914900748575935,0.0,91.23
2005,RECSI.OL,REC Silicon ASA,Chemicals,Materials,2395.05,561.59,1214.24,0.0,146.76,1257.94,0.0,0.37558230122263386,0.0,201.35
2006,RECSI.OL,REC Silicon ASA,Chemicals,Materials,4334.07,739.75,2410.06,22.0,0.0,10636.52,0.0,0.11340739264345855,0.0,780.33
2007,RECSI.OL,REC Silicon ASA,Chemicals,Materials,6642.04,1272.52,3362.8599999999997,111.4,183.88,11756.71,0.0,0.16451711405656863,0.0,1169.16
2008,RECSI.OL,REC Silicon ASA,Chemicals,Materials,8190.81,1700.9299999999998,4711.15,213.25,253.55,16512.0,0.0,0.10528282461240318,0.0,1500.12
2009,RECSI.OL,REC Silicon ASA,Chemicals,Materials,8831.0,3000.0,11158.0,0.0,0.0,16909.0,0.0,-0.315039328168431,0.0,7130.0
2010,RECSI.OL,REC Silicon ASA,Chemicals,Materials,13776.0,4980.0,10304.0,290.0,0.0,22151.0,0.0,-0.05498623086993815,0.0,5040.0
2011,RECSI.OL,REC Silicon ASA,Chemicals,Materials,9500.0,3452.0,5804.0,0.0,92.0,12192.0,0.0,0.012467191601049869,0.0,1861.0
2012,RECSI.OL,REC Silicon ASA,Chemicals,Materials,3063.0,1527.0,3051.0,0.0,1.0,7130.65,0.0,-0.21260333910653306,0.0,1033.0
2013,RECSI.OL,REC Silicon ASA,Chemicals,Materials,2454.53,531.35,2483.91,0.0,19.4,5799.38,0.0,-0.10003310698729856,0.0,749.99
2014,RECSI.OL,REC Silicon ASA,Chemicals,Materials,3108.72,444.55,2679.31,0.0,44.14,7878.48,0.0,-0.007524294026258914,0.0,847.49
2015,RECSI.OL,REC Silicon ASA,Chemicals,Materials,2659.95,678.09,3167.91,0.0,3.23,8141.46,0.0,-0.14607699356135143,0.0,1082.04
2016,RECSI.OL,REC Silicon ASA,Chemicals,Materials,2277.05,747.26,2578.48,46.18,120.91,6754.13,0.0,-0.16633082277066033,0.0,774.13
2017,RECSI.OL,REC Silicon ASA,Chemicals,Materials,2251.59,599.27,2703.73,33.06,249.63,3684.12,0.0,-0.3441744568580828,0.0,1215.07
2018,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1800.69,454.24,1883.73,21.17,146.53,921.75,0.0,-0.7188934092758339,0.0,501.46
2019,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1409.45,407.35,1532.62,15.84,172.44,7.02,0.0,-97.88034188034187,0.0,434.62
2020,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1149.06,194.8,1262.94,12.23,161.86,506.1,0.0,-0.9055720213396563,0.0,373.61
2021,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1230.76,223.46,1250.53,13.75,202.83,293.26,0.0,-1.4741526290663578,0.0,242.37
2022,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1419.98,298.79,1674.5800000000002,18.25,212.32,591.71,0.0,-1.2632201585236011,0.0,221.93
2023,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1485.63,208.92,1628.07,17.94,222.63,774.32,0.0,-0.7181139580535176,0.0,135.06
2024,RECSI.OL,REC Silicon ASA,Chemicals,Materials,1512.73,393.23,1425.7,36.53,313.72,-4297.37,0.0,0.13575512464600445,0.0,121.4
