Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,837.9,333.78,373.96000000000004,61.07,-10.89,332.48,0.0
2005,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,1035.22,427.27,441.13,69.35,-40.19,1030.6,0.0
2006,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,1615.31,658.31,673.89,85.42,-97.8,1007.46,0.0
2007,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,1964.81,859.17,819.49,89.18,-147.34,1360.2,0.0
2008,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,1958.33,748.88,834.3699999999999,92.75,-99.53,1733.88,0.0
2009,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,2076.41,808.79,967.73,119.84,-97.23,1803.06,5.78
2010,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,2165.8,821.02,434.21,47.38,-93.21,1990.65,9.48
2011,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,2231.63,853.01,1057.6000000000001,110.11,-60.760000000000005,2169.92,9.94
2012,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,2322.66,880.86,1112.25,128.69,-39.47,2263.32,4.9
2013,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,2564.29,977.67,1234.8700000000001,126.59,-27.15,2709.51,8.41
2014,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,3211.87,1174.32,1496.83,122.51,-25.029999999999998,3293.9,9.65
2015,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,3894.65,1450.72,1821.15,148.04,-26.86,4083.47,9.59
2016,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,4372.31,1614.67,2152.94,194.51,-31.88,4028.54,6.59
2017,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,4700.08,1767.48,2313.83,238.96,-33.050000000000004,4102.86,4.42
2018,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,4989.16,1840.36,2473.0,255.26,-39.99,4617.05,26.57
2019,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,6037.8,2178.53,3001.2200000000003,275.61,-89.10999999999999,4954.23,40.29
2020,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,5924.16,2242.3,3180.58,291.91,-102.74999999999999,4910.95,40.13
2021,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,6176.73,2262.82,3092.05,272.75,-109.78999999999999,5474.12,44.11
2022,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,6904.38,2679.53,3579.8100000000004,326.88,-124.4,6227.67,-1.9
2023,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,8290.02,3166.57,4200.629999999999,402.45,-218.62,7113.65,31.65
2024,EMBLA.CO,COX,Embla Medical hf,Healthcare Equipment & Supplies,Health Care,9184.75,3440.04,4533.31,438.69,-265.87,8833.26,39.93
