Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2005,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,237.22,134.0,82.03,0.0,0.03,100.84,0.0,0.2098373661245537,0.0,4.75
2006,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,256.49,141.63,93.92999999999999,0.0,0.0,113.91,0.0,0.18374155034676518,0.0,4.33
2007,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,302.95,169.26,106.09,7.4,0.04,117.34,0.0,0.297937617180842,0.0,3.65
2008,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,298.64,170.8,107.82,9.62,0.0,135.81,0.0,0.21824607908106905,0.0,3.91
2009,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,244.0,140.85,94.55,0.0,0.0,130.99,0.0,0.0656538667073823,0.0,5.24
2010,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,239.67,144.54,79.00999999999999,5.75,2.17,135.11,0.0,0.14580712012434313,0.0,3.35
2011,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,256.04,150.7,86.67,4.55,1.69,144.28,0.0,0.14922373163293615,0.0,4.58
2012,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,252.14,148.14,80.16,4.48,1.19,144.67,0.0,0.1875302412386812,0.0,4.89
2013,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,269.6,164.44,85.64999999999999,4.67,0.56,169.88,0.0,0.1390393218742644,0.0,6.550000000000001
2014,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,312.4,184.1,101.02000000000001,0.0,0.89,180.98,0.0,0.14581721737208517,0.0,7.29
2015,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,393.46,237.60999999999999,127.06,0.0,1.24,227.22,0.0,0.12124812956605929,0.66,9.15
2016,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,490.75,294.1,146.1,0.0,0.78,243.03,0.0,0.20478953215652382,2.81,5.71
2017,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,608.74,359.91,192.27999999999994,11.78,2.1,279.33,0.0,0.2371030680557049,3.22,9.69
2018,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,774.37,471.89,226.4,12.29,0.0,316.34,0.0,0.27935133084655756,3.45,10.709999999999999
2019,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,923.96,557.77,291.4,12.46,2.68,373.29,0.0,0.22655308205416713,4.0,24.56
2020,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,1028.95,648.27,322.15,21.82,5.04,416.34,0.0,0.18088581447855137,5.72,49.08
2021,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,1127.78,723.6899999999999,330.74,20.83,5.89,438.62,0.0,0.2012904108339793,6.64,53.60999999999999
2022,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,1430.54,970.9399999999999,373.56,22.07,6.98,514.77,0.0,0.19645666996911246,5.79,51.370000000000005
2023,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,1388.09,932.39,430.51,21.79,21.22,494.74,0.0,0.052067752759024866,6.66,63.74
2024,GABR.CO,COX,Gabriel Holding A/S,Textiles & Apparel,Other,751.26,373.82,370.89,43.06,26.07,412.1,0.0,0.05712205775297261,11.15,68.69
