Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2900.59,1991.97,594.71,0.0,0.0,811.36,3.01
2005,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3298.69,2387.28,692.72,73.42,-34.29,871.07,4.42
2006,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4314.28,2966.39,915.9300000000001,84.32,-49.34,1168.66,0.0
2007,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4682.6,3318.08,979.86,87.45,-76.01,1301.61,0.0
2008,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4969.81,3514.23,1081.8,82.97,-100.33,1673.26,6.22
2009,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4733.24,3233.24,1122.3200000000002,80.9,-54.98,1771.95,0.0
2010,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5468.43,3589.35,1317.42,102.88,-42.66,2146.58,7.55
2011,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7030.31,4613.6,1689.73,137.41,-58.21,3893.58,0.0
2012,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7900.04,5184.1,2111.93,176.61,-61.45,4158.51,0.0
2013,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8875.01,5831.9,2294.7500000000005,202.53,-65.34,5254.56,0.0
2014,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,10134.71,6527.44,2720.85,255.37,-78.08,6287.77,0.0
2015,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12661.7,8089.61,3402.7899999999995,334.64,-104.22,7773.87,0.0
2016,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15071.06,9639.86,4040.75,401.62,-109.0,11502.15,0.0
2017,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,18407.29,12052.03,4727.47,486.11,-124.92,12815.28,0.0
2018,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,21085.52,14097.59,5149.639999999999,574.99,-145.15,15034.09,14.64
2019,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,23582.85,15853.42,5829.18,690.49,-206.59,16417.54,89.08
2020,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,27783.44,18597.69,6836.86,888.38,-233.35999999999999,18365.4,155.59
2021,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,30900.05,20673.53,7142.719999999999,900.98,-219.48000000000002,20886.59,213.37
2022,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,38073.25,26092.87,8237.75,1046.11,-277.44,26294.24,35.77
2023,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,46428.65,30879.45,10742.02,1312.77,-905.7,30364.02,47.32
2024,NIBEb.ST,STX,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,41209.76,30049.22,11057.81,1445.15,-1427.87,32999.81,43.18
