Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2005,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,29.41,0.0,19.83,0.0,0.0,10.24,0.0
2006,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,39.74,0.0,21.310000000000002,0.0,0.0,24.32,0.0
2007,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,37.08,0.0,27.21,0.0,0.0,22.83,0.0
2008,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,52.67,0.0,31.919999999999998,0.0,0.0,26.11,0.0
2009,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,73.87,0.0,42.92,0.0,0.0,36.02,0.0
2010,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,69.33,0.0,48.23,0.0,0.0,27.34,0.0
2011,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,50.64,0.0,48.07,0.0,0.0,26.84,0.0
2012,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,22.3,0.0,32.269999999999996,0.0,0.0,31.8,0.0
2013,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,46.75,0.0,26.1,0.0,-0.01,34.84,0.0
2014,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,206.15,0.0,36.7,0.0,0.0,145.17,0.0
2015,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,147.49,0.0,59.730000000000004,0.0,-0.13,416.91,0.0
2016,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,513.61,0.0,147.02,0.0,-17.87,1299.41,0.0
2017,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,574.6,0.0,223.81,0.0,-29.66,1283.23,0.0
2018,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,327.72,1623.75,193.96,0.0,-26.25,328.92,0.0
2019,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,260.57,615.6,132.20000000000002,0.0,-28.72,5.77,0.0
2020,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,120.78,31.8,79.72,0.0,-143.15,238.6,0.0
2021,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,125.97,56.43,133.06,0.0,-51.75,119.66,0.0
2022,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,121.24,57.51,75.89,0.0,-58.3,53.45,0.0
2023,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,630.52,307.81,146.94,0.0,14.25,900.7,0.0
2024,STZEb.ST,STX,Starbreeze AB,Software & IT Services,Information Technology,189.01,456.48,66.62,0.0,-6.83,603.37,0.0
