Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2009,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1366.4,620.9,764.4,0.0,1221.2,6197.0,259.0,-0.19208488228004955,0.0,0.0
2010,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1421.6,112.2,503.1,0.0,1247.9,6832.3,120.1,-0.06351763419826251,0.0,0.0
2011,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1434.7,88.6,463.7,0.0,1379.2,7272.2,119.2,-0.0672132478285575,0.0,0.0
2012,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1500.3,86.9,311.90000000000003,0.0,1424.8000000000002,7987.1,98.0,-0.03998713683195018,0.0,0.0
2013,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1632.3,91.5,285.90000000000003,0.0,1373.6,8016.8,114.6,-0.014597732247829407,0.0,0.0
2014,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1772.3,95.6,411.1,0.0,1385.4,10778.2,285.8,-0.010827910339840941,0.0,0.0
2015,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1760.0,129.0,447.0,0.0,1227.0,12994.0,359.0,-0.0032202501310566916,0.0,0.0
2016,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,1899.0,109.0,1116.0,0.0,589.0,14732.0,392.0,0.00562020629463105,0.0,0.0
2017,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,2075.0,121.0,530.0,0.0,628.0,18505.0,433.0,0.042031893547365085,0.0,0.0
2018,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,2243.0,149.0,806.0,0.0,552.0,20524.0,1746.0,0.033048944768747195,0.0,0.0
2019,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,2338.0,189.0,620.0,0.0,610.0,22570.0,1947.0,0.037484194640453564,0.0,0.0
2020,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,2353.0,211.0,476.0,0.0,579.0,27136.0,2069.0,0.03721965416880671,0.0,0.0
2021,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,2508.0,234.0,487.0,0.0,583.0,31263.0,2308.0,0.035864287629203774,0.0,0.0
2022,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,3158.0,263.0,558.0,0.0,1126.0,29693.0,1978.0,0.03823687284897856,0.0,0.0
2023,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,3077.0,255.0,502.0,0.0,1640.0,23779.0,1775.0,0.02661031541050325,0.0,0.0
2024,ENTRA.OL,OBX,Entra ASA,Real Estate Operations,Real Estate,3099.0,264.0,1047.0,0.0,1468.0,23802.0,1755.0,0.012521031419963219,0.0,0.0
