Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2017,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,8488.83,5547.0,2257.6400000000003,114.55,45.1,1838.52,0.0,0.4099166721058241
2018,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,8683.89,5795.22,2231.02,108.19,70.61,1502.0,0.0,0.4628695073235681
2019,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,8924.7,5785.16,2343.76,138.87,157.09,1514.36,0.0,0.513457830370586
2020,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,9744.97,6183.4,2360.87,149.07,111.41,1942.75,0.0,0.6374263286578303
2021,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,8690.93,5468.24,2232.41,159.62,57.23,2693.63,0.0,0.40564962522692444
2022,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,10332.95,6878.64,2416.31,126.18,106.79,2720.57,88.88,0.3763690402035986
2023,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,12913.67,8211.01,2920.46,146.01,229.54,3425.45,101.15,0.4816735666080645
2024,ELO.OL,OBX,Elopak ASA,Containers & Packaging,Materials,13438.1,8363.25,3243.4700000000003,197.53,417.43,4024.91,124.73,0.3883421212442526
