Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2016,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,346.74,128.28,172.59,0.0,0.0,131.33,0.0,0.3492728241833549,0.0,21.06
2017,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,283.32,96.2,174.91,0.0,4.83,133.33,0.0,0.05535138378459467,0.0,22.48
2018,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,252.98,66.05,191.71,0.0,5.02,130.38,0.0,-0.07516490259242216,0.0,22.56
2019,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,344.88,120.6,228.78,0.0,5.369999999999999,144.28,0.0,-0.06840864984751871,0.0,71.78
2020,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,410.72,124.6,274.43,0.0,4.9,203.48,0.0,0.03336937291134263,0.0,84.34
2021,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,438.91,141.3,282.85,0.0,4.44,215.46,0.0,0.04789752158173206,0.0,79.05
2022,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,472.26,183.51,264.86,0.0,5.210000000000001,229.76,0.0,0.0813022284122562,0.0,52.07
2023,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,561.55,210.78,301.34000000000003,0.0,10.03,275.97,0.0,0.14276914157335924,0.0,43.89
2024,RAILG.ST,Railcare Group AB,Transport Infrastructure,Other,646.1,203.15,475.79999999999995,0.0,21.73,294.52,0.0,-0.1853184843134589,0.0,182.73
