Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,462.64,74.42,317.83000000000004,0.0,-2.21,190.84,0.0
2005,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,469.69,77.74,314.27,0.0,-1.8,203.74,0.0
2006,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,660.8,115.53,447.2,0.0,-4.52,252.59,0.0
2007,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,559.86,114.05,422.94,11.94,0.0,218.83,0.0
2008,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,547.68,102.57,378.67999999999995,11.09,8.32,264.47,0.0
2009,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,463.79,89.02,346.62,10.59,-6.98,197.27,0.0
2010,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,447.33,92.06,334.40999999999997,11.67,-6.1,172.11,0.0
2011,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,457.95,95.18,358.18,10.54,-5.94,145.48,0.0
2012,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,382.59,79.98,288.14,7.74,-6.41,133.31,0.0
2013,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,341.42,70.89,274.54,10.47,-7.57,173.26,0.0
2014,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,328.36,73.21,256.46,0.0,-5.52,164.15,0.0
2015,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,285.79,63.52,222.71,0.0,-5.77,138.33,0.0
2016,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,283.15,62.67,216.88,0.0,-5.77,112.57,0.0
2017,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,273.2,64.87,204.09,0.0,-5.79,109.87,0.0
2018,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,274.44,67.72,191.73000000000002,0.0,-5.57,92.24,0.0
2019,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,282.36,68.06,193.87,0.0,-6.62,75.94,0.0
2020,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,312.73,74.0,206.9,0.0,-6.42,82.77,0.0
2021,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,340.59,87.47,217.3,0.0,-5.3,95.85,0.0
2022,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,447.02,121.64,269.95,0.0,-6.010000000000001,151.49,0.0
2023,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,516.98,123.84,310.27,0.0,-9.790000000000001,202.83,0.0
2024,TULAV.HE,HEX,Tulikivi Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,387.21,91.93,259.93,0.0,-8.209999999999999,220.09,0.0
