Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2012,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1423.92,892.04,319.60999999999996,0.0,4.42,506.92,19.48,0.39485182370820704,0.0,11.65
2013,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1982.68,1352.11,454.25,0.0,5.64,647.44,21.0,0.25534079348931865,0.0,17.94
2014,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2401.6,1763.6,602.05,0.0,14.33,590.33,6.01,0.036254485696079496,0.0,21.06
2015,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1759.51,1239.71,588.7799999999999,0.0,16.99,451.34,57.62,-0.168913077648538,0.0,27.93
2016,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1994.96,1370.0,529.5699999999999,0.0,16.05,431.69,54.5,0.16318723132931592,0.0,28.43
2017,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1314.86,846.17,503.3800000000001,0.0,14.32,380.7,100.25,-0.10190248466576603,0.0,29.18
2018,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1964.36,1566.26,526.94,0.0,17.87,210.95,82.44,-0.5000511264869292,0.0,28.64
2019,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2236.21,1876.73,577.2900000000001,0.0,27.04,-161.3,46.65,2.135630178805059,0.0,65.08
2020,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2322.58,1719.96,529.32,0.0,25.23,-78.81,47.99,-1.559701492537308,0.0,38.39
2021,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,902.89,636.96,221.74,0.0,3.7,297.81,0.0,0.13595916859742768,0.0,5.41
2022,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,221.7,78.3,174.48999999999998,0.0,10.15,308.75,3.39,-0.13212020247324918,0.0,7.1
2023,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,659.34,275.45,384.26,0.0,20.53,285.1,5.32,-0.07196474072033589,0.0,15.11
2024,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1060.74,529.43,505.4,0.0,20.87,317.66,-5.65,0.016153328418961187,0.0,15.0
