Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2005,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5302.69,8048.379999999999,1010.55,115.93,0.0,0.0,0.0,,0.0,0.0
2006,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5409.07,8086.379999999999,1043.63,103.79,0.0,1184.23,0.0,-3.054431993784991,0.0,0.0
2007,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5725.67,4336.99,1009.9,109.48,0.0,1164.11,0.0,0.4194277173119382,0.0,0.0
2008,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5804.95,8756.26,987.54,124.22,0.0,-61.12,0.0,62.41214005235602,0.0,0.0
2009,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5286.19,7754.66,1035.76,107.41,0.0,358.03,0.0,-9.487528978018602,0.0,0.0
2010,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5318.19,3901.05,998.52,105.71,0.0,541.43,0.0,0.9684169698760681,0.0,0.0
2011,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5354.89,8081.08,960.28,103.65,39.22,476.93,0.0,-7.5944897574067465,0.0,0.0
2012,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5333.94,7983.76,993.75,83.15,43.03,587.45,0.0,-6.1340539620393235,0.0,0.0
2013,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5490.95,8244.07,1048.0,82.29,44.67,936.64,0.0,-4.018085924154424,0.0,0.0
2014,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6206.1,9124.4,1222.6799999999998,92.06,47.92,890.66,0.0,-4.599779938472593,0.0,0.0
2015,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8928.04,12745.820000000002,1815.76,146.74,63.7,1146.52,0.0,-4.841171545197643,0.0,0.0
2016,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11339.07,8142.639999999999,2185.53,198.15,92.36,1553.8,0.0,0.7186832282146997,0.0,0.0
2017,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13515.33,1680.43,2670.67,237.23,112.41,3626.67,0.0,2.561316579672261,0.0,0.0
2018,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15627.46,11251.09,3042.13,218.98,113.15,3947.02,0.0,0.36484993742114274,0.0,0.0
2019,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,17118.42,11856.29,3738.31,250.75,165.4,4999.3,0.0,0.3218790630688291,0.0,0.0
2020,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,16260.06,11237.49,3649.53,275.74,130.81,5464.98,0.0,0.2777631391148732,0.0,0.0
2021,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12039.43,7895.93,3209.25,189.08,96.26,6609.43,0.0,0.15539464068762357,0.0,0.0
2022,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15278.69,10192.52,3964.98,220.97,156.6,8869.75,0.0,0.1336632937794188,0.0,0.0
2023,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,17561.68,11381.75,4538.14,216.3,256.4,15090.15,0.0,0.1061414233788266,0.0,0.0
2024,JBTM.IC,ISX,JBT Marel Corp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,18436.34,11705.36,5668.43,224.55,208.43,17550.91,0.0,0.061459491274241586,0.0,0.0
