Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,552.45,231.52,261.82,0.0,0.0,228.53,0.0,0.2586531308799723,0.0,0.0
2005,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,661.48,291.89,303.68,0.0,4.1000000000000005,257.94,0.0,0.2396293711715904,0.0,0.0
2006,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,818.65,440.35,346.74,20.62,3.06,309.75,0.0,0.15857949959644857,0.0,0.0
2007,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1002.16,478.19,398.77,104.94,5.62,370.02,0.0,0.6067780119993516,0.0,0.0
2008,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,895.16,395.82,420.31,111.18,4.88,452.84,0.0,0.4092615493330978,0.0,0.0
2009,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1236.22,610.57,575.18,94.25,4.59,387.06,0.0,0.36203689350488305,0.0,0.0
2010,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1343.19,656.68,566.02,25.51,5.27,390.25,2.27,0.35852950168144326,0.0,0.0
2011,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1430.76,709.01,594.39,28.87,5.47,422.85,4.82,0.35251478944045644,0.0,0.0
2012,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1448.97,708.11,629.77,19.22,5.430000000000001,439.5,4.98,0.28095752339812824,0.0,0.0
2013,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1505.3,737.57,651.9,15.11,4.12,543.04,3.54,0.23202458926415154,0.0,0.0
2014,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1647.72,815.28,725.4,15.14,3.77,634.49,4.4,0.1853370689790106,0.0,0.0
2015,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,2216.11,1147.6,922.51,16.09,5.37,744.43,0.0,0.21052348776916602,0.0,0.0
2016,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,2410.54,1273.2,977.61,10.54,4.859999999999999,766.56,0.0,0.21578219578376104,0.0,0.0
2017,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,2188.77,1191.22,961.28,11.56,5.78,696.28,6.2,0.0598593554264889,0.0,0.0
2018,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,2403.69,1324.09,945.8,12.23,5.25,759.33,5.17,0.1841465009810336,0.0,0.0
2019,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1627.83,820.47,744.09,21.52,5.579999999999999,714.16,2.03,0.11059914268559999,0.0,0.0
2020,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1554.68,772.49,675.24,14.93,4.8,657.59,3.35,0.1771416467455442,0.0,0.0
2021,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1462.94,687.66,662.78,13.06,3.94,688.89,1.8,0.17608478478043707,0.0,0.0
2022,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1665.56,888.96,703.41,10.38,8.78,632.96,-0.21,0.118198340576847,0.0,0.0
2023,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1726.5,881.84,791.9200000000001,13.29,21.06,685.81,-4.84,0.06603815146041656,0.0,0.0
2024,TLT1V.HE,HEX,Teleste Oyj,Communications & Networking,Communication Services,1539.88,769.73,704.1800000000001,14.73,27.21,652.78,-7.87,0.08294180583337217,0.0,0.0
