Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2006,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,2245.7,237.3,1755.6,0.0,-3.2,1333.6,0.0
2007,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,2728.1,439.0,1984.9,0.0,-33.7,86.9,4.4
2008,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,3624.7,600.9,2610.7,0.0,-148.3,387.1,1.0
2009,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,3824.8,692.5,2641.4,0.0,-96.8,626.8,0.5
2010,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,4331.89,619.01,3191.5099999999998,0.0,-133.81,3273.11,0.59
2011,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,10390.44,711.52,8234.59,0.0,-259.96,7690.69,0.0
2012,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,11947.73,619.86,10378.880000000001,0.0,-318.07,5152.45,0.0
2013,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,11998.15,550.74,10582.21,0.0,-304.46,3849.67,0.0
2014,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,10074.66,722.01,8239.7,0.0,-288.17,4055.8,0.0
2015,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,10651.89,638.58,9104.630000000001,0.0,-404.76,1744.09,0.0
2016,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,7420.56,492.86,6515.45,0.0,-528.96,255.66,0.0
2017,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,6999.44,437.26,6103.43,0.0,-380.22,1644.68,0.0
2018,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,7241.85,603.22,6050.070000000001,0.0,-341.09,1271.62,0.0
2019,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,8169.89,819.1,6521.13,0.0,-365.12,951.58,0.0
2020,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,7754.54,1022.96,6020.12,0.0,-315.26,935.85,0.0
2021,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,8045.48,1051.13,6262.95,0.0,-249.25,779.39,0.0
2022,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,9321.13,1400.76,7094.12,0.0,-332.42,798.41,0.0
2023,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,12337.7,1992.1,9115.31,0.0,-685.84,1988.51,0.0
2024,ARCHA.OL,OBX,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,13974.45,2117.6,10407.51,0.0,-673.64,2358.38,175.03
