Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
1997,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,3269.62,404.99,1413.31,0.0,12.64,1240.36,0.0
1998,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,9141.68,1922.05,4334.3,0.0,53.33,2803.55,16.94
1999,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,10212.66,2162.48,5036.68,0.0,55.77,2850.75,98.9
2000,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,9083.43,2079.71,4631.71,0.0,77.83,2941.87,23.45
2001,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,9130.47,1662.17,4697.19,0.0,179.34,3834.76,54.83
2002,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,9542.66,1790.12,5037.6,0.0,360.24,3360.56,26.19
2003,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,10998.63,1844.51,5794.0,0.0,380.32,4020.82,30.26
2004,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,12761.04,2326.12,6493.06,0.0,25.94,4134.58,78.26
2005,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,12577.92,0.0,6890.46,0.0,7.21,3901.95,97.41
2006,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,13244.31,1743.12,7549.22,0.0,0.0,5119.09,32.9
2007,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,14198.47,2833.45,7751.32,0.0,0.0,3755.01,31.71
2008,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,15365.02,0.0,9241.08,0.0,138.36,4679.32,15.53
2009,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,14891.23,3036.2,8147.72,0.0,0.0,4292.88,5.81
2010,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,13714.73,2670.6,7786.11,0.0,0.0,4340.94,0.78
2011,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,14244.83,3098.94,10089.28,0.0,-120.78,4368.14,1.55
2012,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,13641.82,2804.9,10093.29,0.0,116.59,3848.27,1.47
2013,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,12546.86,2733.79,8910.39,0.0,90.58,4286.62,0.83
2014,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,12722.92,2605.59,9020.95,0.0,33.43,4258.22,0.9
2015,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,13060.1,2565.33,9080.62,0.0,35.78,4634.89,0.96
2016,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,13863.52,2662.92,9373.62,0.0,38.08,4432.0,0.0
2017,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,14398.4,2702.97,9668.91,0.0,33.59,4683.33,3.94
2018,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,15357.53,2908.28,10268.76,0.0,41.29,4780.45,0.0
2019,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,17071.06,3979.31,11216.3,0.0,108.29,16603.05,0.0
2020,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,29879.18,9270.22,17057.42,0.0,261.65,17036.37,0.0
2021,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,28690.49,7930.18,16526.96,0.0,233.72,18231.91,0.0
2022,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,29555.55,7154.46,19138.79,0.0,230.14,18024.55,0.0
2023,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,32527.08,8208.77,16898.93,0.0,653.64,18033.64,0.0
2024,TIETOS.ST,STX,Tietoevry Oyj,Software & IT Services,Information Technology,21839.05,6031.74,11912.42,0.0,503.13,15274.68,0.0
