Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2017,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,0.0,0.0,0.0,0.0,0.01,149.04,0.0,-6.709608158883521e-05,0.0,0.0
2018,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,0.0,0.0,0.0,0.0,1.08,242.36,0.0,-0.004456180887935303,0.0,0.0
2019,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,0.0,0.0,0.0,0.0,3.3,304.24,0.0,-0.010846699973704969,0.0,0.0
2020,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,0.0,0.0,0.0,0.0,5.92,312.21,0.0,-0.018961596361423402,0.0,0.0
2021,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,15.79,2.04,8.42,0.0,7.63,554.94,12.91,-0.004050365413401426,0.0,0.0
2022,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,122.38,16.67,11.83,0.0,92.27,1395.91,39.71,0.001121466683384182,0.0,0.0
2023,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,246.98,30.59,18.01,0.0,180.68,1731.29,0.07,0.010223177155530906,0.0,0.0
2024,KALDA.IC,ISX,Kaldalon hf,Homebuilding & Construction Supplies,Other,351.4,47.39,27.52,0.0,262.22,2123.33,0.0,0.006720575699490886,0.0,0.0
