Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,0.0,0.0,0.0,0.0,0.0,111.97,0.0,0.0,0.0,0.0,295.12
2005,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,635.66,23.39,585.74,0.0,0.0,152.52,0.0,0.1739444007343297,0.0,15.46,366.12
2006,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,785.22,52.94,679.79,0.0,2.32,185.85,0.0,0.2699488835082056,0.0,15.15,554.62
2007,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1002.9,63.61,855.2,0.0,0.0,227.58,0.0,0.3694964408120217,0.0,15.36,751.98
2008,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1105.33,93.18,906.67,0.0,0.0,261.35,0.0,0.4035967093935331,0.0,14.17,548.53
2009,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,861.38,70.49,825.61,0.0,0.0,195.34,0.0,-0.1777413740145388,0.0,13.93,463.6
2010,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,838.6,78.81,720.65,0.0,4.16,227.9,0.0,0.1534883720930232,0.0,11.96,430.6
2011,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,930.76,65.96,813.85,0.0,5.88,158.34,0.0,0.2846406467096117,0.0,12.41,349.71
2012,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1005.06,81.73,862.04,0.0,7.74,183.87,0.0,0.2912383749388152,0.0,18.23,396.94
2013,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1004.55,90.62,873.0799999999999,0.0,5.989999999999999,214.73,0.0,0.1623434080007452,0.0,21.06,526.65
2014,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1102.37,79.59,970.24,0.0,7.3,260.48,0.0,0.1736793611793606,0.0,21.97,554.49
2015,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1262.48,70.82,1117.54,0.0,5.64,332.36,0.0,0.2060416415934532,0.0,27.76,972.11
2016,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,1708.45,129.04,1490.1,0.0,8.39,477.73,0.0,0.1693843802984953,0.0,44.75,1255.1
2017,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,2003.83,190.61,1672.9199999999998,0.0,7.66,570.25,0.0,0.2325997369574747,0.0,49.59,1897.38
2018,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,2270.52,209.52,1878.44,0.0,8.600000000000001,669.04,0.0,0.2600143489178527,0.0,55.61,1963.79
2019,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,2592.08,261.38,2131.4700000000003,0.0,10.7,755.17,0.0,0.2496523961492109,0.0,144.84,2493.39
2020,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,2784.84,250.03,2333.67,0.0,12.28,912.2,0.0,0.2070379302784475,0.0,193.3,3386.69
2021,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,3049.63,321.97,2479.06,0.0,12.330000000000002,990.28,0.0,0.2385890859150946,0.0,181.27,4223.64
2022,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,3534.53,407.74,2866.44,0.0,21.55,1114.59,0.0,0.2142491857992624,0.0,202.06,3857.49
2023,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,4106.11,494.17,3340.4700000000003,0.0,54.3,1276.11,0.0,0.170181253967134,0.0,214.9,3889.83
2024,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,4194.91,587.74,3401.96,0.0,64.89,1386.18,0.0,0.1012278347689333,0.0,213.37,2983.02
