Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2011,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1333.38,783.09,0.0,0.0,185.17,566.88,0.0,0.6440869319785495,0.0,0.0
2012,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1328.12,731.4,345.83000000000004,0.0,216.02,344.5,0.0,0.10121915820028987,0.0,43.86
2013,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1424.16,758.6,343.51,0.0,154.75,1394.91,0.0,0.11993605322207172,0.0,30.18
2014,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1616.31,886.4,378.2,0.0,96.56,1759.71,0.0,0.1449954822101369,0.0,20.21
2015,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1830.36,1006.98,437.8,0.0,97.32,2237.29,0.0,0.12884337747900357,0.0,35.18
2016,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,2024.75,1072.93,515.9399999999999,0.0,106.13,2632.34,0.0,0.1252687722710592,0.0,54.04
2017,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,2175.44,1120.52,526.91,0.0,90.07,2879.12,0.0,0.15210897774319934,0.0,56.42
2018,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,2108.77,1093.39,514.71,0.0,71.14,2621.1,0.0,0.16387394605318373,0.0,56.41
2019,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,2034.44,1071.23,551.49,0.0,81.93,2658.49,0.0,0.12405162328991272,0.0,102.41
2020,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1630.58,972.46,417.12,0.0,42.55,2506.57,0.0,0.07917193615179303,0.0,60.17
2021,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1628.63,1052.75,457.48,0.0,22.84,2111.26,0.0,0.04526207099078279,0.0,51.37
2022,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1701.36,1059.95,477.09999999999997,0.0,33.83,2443.48,0.0,0.05339925024964391,0.0,55.08
2023,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,1921.52,1264.58,549.23,0.0,72.44,1313.05,0.0,0.026861124861962637,0.0,71.67
2024,SIMINN.IC,ISX,Siminn hf,Telecommunications Services,Communication Services,2119.39,1350.73,594.69,0.0,124.8,1483.01,0.0,0.0331555417697789,0.0,88.47
