Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2015,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,36.55,31.54,0.05,95.38,0.0,-0.053050954078423126,0.0,0.0
2016,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,79.26,69.65,0.12,21.41,0.0,-0.45446053246146656,0.0,0.0
2017,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,164.4,124.26,0.8600000000000001,814.47,0.0,-0.05033948457278967,0.0,0.0
2018,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,298.47,253.21,0.0,515.15,0.0,-0.08785790546442787,0.0,0.0
2019,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,443.0499999999999,376.4,0.0,69.8,0.0,-0.9548710601719187,0.0,0.0
2020,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,875.62,519.85,20.54,873.68,0.0,-0.430718340811281,0.0,0.0
2021,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,114.08,0.0,0.0,12.57,0.0,-9.07557677008751,0.0,0.0
2022,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,55.97,0.0,0.0,57.78,0.0,-0.9686742817583939,0.0,0.0
2023,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,41.41,0.0,0.0,21.37,0.0,-1.9377632194665417,0.0,0.0
2024,STRAP.CO,COX,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,0.0,0.0,4.51,0.0,0.0,30.38,0.0,-0.14845292955892034,0.0,0.0
