Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2014,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,1804.47,1236.15,491.09,0.0,-43.96,4.2,0.0
2015,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,2291.18,1592.79,611.54,0.0,-39.6,235.57,0.0
2016,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,2429.39,1667.76,648.3199999999999,0.0,1.1200000000000006,269.16,0.0
2017,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,2800.96,2037.01,755.89,0.0,-7.82,248.89,0.0
2018,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,3031.77,2238.88,804.3699999999999,0.0,-6.93,232.02,0.0
2019,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,3099.18,2263.19,764.9499999999999,0.0,-12.16,288.69,0.0
2020,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,2945.09,2055.76,772.14,0.0,-10.780000000000001,351.77,0.0
2021,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,2934.42,2100.96,744.33,0.0,-12.809999999999999,319.76,0.0
2022,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,3080.79,2162.25,774.82,0.0,-10.25,379.59,0.0
2023,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,3657.29,2586.78,913.57,0.0,-15.21,459.85,0.0
2024,CONSTI.HE,HEX,Consti Oyj,Construction & Engineering,Industrials,3796.03,2645.3,991.4399999999999,0.0,-16.84,513.97,0.0
