Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,526.37,239.9,61.66,0.0,2.67,212.03,0.21,1.046645307199397,0.0,0.0
2005,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,517.97,233.23,61.65,0.0,1.96,210.49,0.21,1.049501661129568,0.0,0.0
2006,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,630.39,297.86,235.65,0.0,0.0,263.33,0.18,0.3676520815149329,0.0,0.0
2007,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,685.42,327.99,77.34,0.0,3.69,302.41,0.21,0.913356684951424,0.0,0.0
2008,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,825.57,396.4,94.57,0.0,12.72,318.44,1.39,1.0064096551292876,0.0,0.0
2009,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,727.63,328.73,92.78,0.0,8.23,313.66,1.37,0.9455924832555628,0.0,0.0
2010,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,678.4,295.93,85.47,0.0,4.7,367.85,1.46,0.7914759957759064,0.0,0.0
2011,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,690.82,306.83,320.03999999999996,0.0,5.82,303.0,1.57,0.19085924418032013,0.0,37.22
2012,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,702.54,324.26,327.23,0.0,3.68,300.88,1.66,0.1565743372777152,0.0,40.01
2013,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,726.29,338.29,341.22999999999996,0.0,3.26,337.35,1.85,0.1282724056603773,0.0,40.02
2014,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,805.27,393.07,372.83000000000004,0.0,4.65,392.69,3.05,0.08773437105170048,0.0,49.11
2015,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,764.9,370.86,365.49,0.0,3.76,410.28,3.32,0.05993713733075425,0.0,56.32
2016,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,719.4,349.78,363.76,0.0,2.81,495.21,2.79,0.006124497991967899,0.0,58.46
2017,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,707.06,329.97,369.36,0.0,2.05,516.85,2.89,0.010928541193673577,0.0,55.49
2018,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,840.97,414.1,436.89,0.0,4.03,488.81,0.0,-0.02874327448292789,0.0,49.24
2019,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,1056.88,512.48,570.58,0.0,4.03,475.95,0.5,-0.06340644348829877,0.0,86.72
2020,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,1102.72,512.05,649.37,0.0,4.78,463.51,0.68,-0.1367543462806177,0.0,112.14
2021,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,1077.52,498.49,629.33,0.0,5.039999999999999,455.07,2.28,-0.12100142123100485,0.0,92.46
2022,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,1347.92,682.11,731.38,0.0,12.58,397.79,3.75,-0.194625691089306,0.0,93.12
2023,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,1325.56,607.2700000000001,868.8299999999999,0.0,25.4,386.51,6.03,-0.448209099709584,0.0,102.16
2024,REBL.HE,HEX,Rebl Group Oyj,Media & Publishing,Communication Services,1324.96,570.45,989.3399999999999,0.0,22.090000000000003,493.1,5.15,-0.5156447566482688,0.0,105.07
