Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2015,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,3.48,5.06,0.0,0.0,0.0,12.83,0.0
2016,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.78,0.0,0.0,0.0,-0.06,44.07,0.0
2017,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.32,17.17,0.0,0.0,0.0,155.76,0.0
2018,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.26,0.0,21.07,5.18,-0.03,297.19,0.0
2019,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.0,0.0,42.58,3.19,-0.06,350.42,0.0
2020,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.0,0.0,54.910000000000004,6.7,-0.01,608.34,0.0
2021,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.0,0.0,97.16,38.65,0.0,576.53,0.0
2022,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.0,0.0,125.25,21.11,-0.01,523.36,0.0
2023,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.0,0.0,208.84,40.07,-0.67,698.1,0.0
2024,XSPRAY.ST,STX,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,0.0,0.0,288.05,80.71,-1.96,640.6,0.0
