Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6354.93,5017.589999999999,614.59,0.0,194.87,3880.69,0.0,0.136027355959894,673.29,0.0
2005,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6730.27,5309.03,415.1,0.0,233.19,4668.13,0.0,0.16558022163050315,692.05,0.0
2006,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6973.41,5525.120000000001,542.0,0.0,341.68,4376.58,0.0,0.12900712428425826,760.34,0.0
2007,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,7256.12,5607.070000000001,598.62,0.0,430.78,3621.41,0.0,0.17110738634951564,795.55,0.0
2008,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,8334.6,6860.95,657.88,0.0,411.78,4966.35,0.0,0.08134545491155487,798.13,0.0
2009,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,7940.27,7037.650000000001,710.69,0.0,316.97,5222.48,0.0,-0.02394264793737845,949.03,0.0
2010,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6330.6,6004.4,513.46,0.0,241.63,4460.42,0.0,-0.09615462221046432,749.04,0.0
2011,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6465.96,5938.63,739.8599999999999,0.0,246.29,5952.66,0.0,-0.07707814657648848,684.43,0.0
2012,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,7045.65,6526.14,991.44,0.0,309.5,5049.92,0.0,-0.1547410652049935,764.66,0.0
2013,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6037.89,5983.66,546.75,0.0,197.23,4607.26,0.0,-0.14970937173070317,523.05,0.0
2014,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6639.73,6552.38,584.72,0.0,264.99,4764.07,0.0,-0.16002283761573627,568.47,0.0
2015,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,7489.74,6953.85,662.37,0.0,357.61,5704.69,0.0,-0.08485824821331231,711.04,0.0
2016,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6926.12,6062.47,600.09,0.0,421.66,6210.0,0.0,-0.025458937198067702,745.63,0.0
2017,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6964.31,6695.83,562.16,0.0,500.14,6696.37,0.0,-0.11854482353872314,735.91,0.0
2018,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,6926.3,6250.08,567.74,0.0,600.74,5188.28,0.0,-0.09487922779803708,776.07,0.0
2019,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,7674.55,6089.990000000001,599.99,0.0,764.44,4838.27,0.0,0.045497667554725015,819.43,0.0
2020,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,8837.35,6576.06,552.79,0.0,783.34,4939.98,0.0,0.1872801104457913,889.93,0.0
2021,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,8924.43,7950.18,510.04,0.0,649.3,4831.24,0.0,-0.03831107541749116,1546.18,0.0
2022,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,12581.36,9864.330000000002,708.13,0.0,786.72,6830.32,0.0,0.1789345155131822,1548.88,0.0
2023,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,12598.1,8860.21,742.75,0.0,1005.59,8092.98,0.0,0.24583651510321305,1668.37,0.0
2024,ODF.OL,OBX,Odfjell SE,Oil & Gas Related Equipment and Services,Energy,13414.76,8923.83,793.01,0.0,875.3000000000001,10567.61,0.0,0.26710107583455484,1733.32,0.0
