Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,62826.23,54471.43,6392.65,0.0,231.78,11384.73,202.65,0.1493322908198405,0.0,1106.16
2005,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,63447.03,54544.62,6904.09,0.0,238.68,11827.21,212.38,0.1461544786824133,0.0,990.76
2006,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,70376.25,60128.3,7336.06,0.0,0.0,14393.32,222.89,0.1992233280720513,0.0,1287.03
2007,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,74397.0,63742.53,8496.33,0.0,271.57,15135.81,436.08,0.12115228145074242,0.0,929.26
2008,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,78991.04,68297.21,8342.58,0.0,247.07,19083.29,589.28,0.10696009723183027,0.0,1465.92
2009,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,73716.97,63687.66,9190.62,0.0,177.16,16627.45,534.95,0.03854530834848255,0.0,1145.01
2010,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,70242.27,60398.58,7394.7699999999995,0.0,120.04,16759.43,459.48,0.13525130220205592,0.0,968.36
2011,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,73716.88,63608.9,7132.150000000001,0.0,123.9,16824.23,451.05,0.16508733867121128,0.0,971.68
2012,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,72389.94,62532.07,8274.19,0.0,118.09,16187.98,488.83,0.08788191506649067,0.0,1184.59
2013,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,72738.66,62732.72,8066.3,0.0,144.46,19005.86,609.51,0.09151904858282063,0.0,1194.72
2014,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,75799.35,65451.37,9082.79,0.0,118.66,19740.04,737.57,0.05598944408063256,0.0,1630.37
2015,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,77629.82,67446.32,8443.759999999998,0.0,103.76,20768.7,754.56,0.07600986095972458,0.0,1223.63
2016,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,94557.25,80980.74,12213.01,0.0,100.31,18424.45,883.49,0.06542334397144359,0.0,1500.97
2017,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,97892.73,84214.62,10515.17,0.0,130.62,21003.6,971.71,0.13798758697829522,0.0,1212.93
2018,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,99689.98,86312.27,9495.849999999999,0.0,1065.76,18964.28,1060.12,0.14063342721879274,0.0,4439.719999999999
2019,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,105540.3,90951.14,10650.21,0.0,998.27,19935.07,1131.67,0.13958875459610764,0.0,4789.54
2020,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,114408.16,98099.22,9879.3,0.0,961.87,22935.51,0.0,0.23839757650909021,0.0,5318.71
2021,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,114829.02,98520.54,9155.67,0.0,773.31,25324.04,0.0,0.25191478136979767,0.0,4949.76
2022,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,119197.28,104011.21,9572.93,0.0,730.79,28749.96,0.0,0.16982110583806004,0.0,4957.049999999999
2023,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,134422.6,114473.33,11411.98,0.0,1121.34,30852.81,0.0,0.2403654642802391,0.0,6128.0599999999995
2024,KESKOB.HE,Kesko Oyj,Food & Drug Retailing,Other,138506.87,118335.23,13429.939999999999,0.0,1483.82,32030.82,151.79,0.163376432178745,0.0,7243.66
