Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,450.92,0.0,350.06,0.0,0.0,365.87,0.0,0.27567168666466235,0.0,0.0
2005,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,431.96,138.7,156.67,0.0,0.38,375.3,0.0,0.3629363176125766,0.0,0.0
2006,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,423.67,127.37,157.56,0.0,2.08,499.8,0.0,0.27342937174869947,0.0,0.0
2007,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,439.68,132.29,155.63,0.0,0.57,506.69,0.0,0.29838757425644874,0.0,0.0
2008,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,456.12,140.68,207.84,0.0,13.39,224.09,0.0,0.420411441831407,0.0,0.0
2009,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,425.98,132.75,201.47,0.0,8.41,831.85,0.0,0.10019835306846189,0.0,0.0
2010,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,372.38,104.9,188.27,0.0,8.5,817.96,0.0,0.08644677001320358,0.0,0.0
2011,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,389.23,115.56,183.43,0.0,19.82,808.02,0.0,0.08715130813593724,0.0,0.0
2012,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,344.97,104.48,190.08,0.0,16.32,591.35,0.0,0.05764775513655195,0.0,0.0
2013,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,350.55,113.1,187.73,0.0,13.97,484.37,0.0,0.07380721349381676,0.0,0.0
2014,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,349.32,111.8,195.1,0.0,14.02,583.04,0.0,0.04871020856201974,0.0,0.0
2015,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,368.27,120.02,206.50000000000003,0.0,11.7,633.94,0.0,0.047401962330819905,0.0,0.0
2016,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,368.72,128.0,212.68,0.0,11.29,632.61,0.0,0.026477608637233082,0.0,0.0
2017,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,350.86,128.51,210.00000000000003,0.0,10.52,752.24,0.0,0.0024327342337551773,0.0,0.0
2018,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,350.22,130.52,202.63,0.0,10.06,1201.57,0.0,0.005834033805770801,0.0,0.0
2019,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,358.63,131.04,221.58,0.0,4.23,1345.18,0.0,0.0013232429860687719,0.0,0.0
2020,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,491.18,140.25,353.42,13.52,3.86,1666.9,0.0,0.0043013978043073805,0.0,0.0
2021,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,504.56,129.12,365.59,25.08,3.64,1751.26,0.0,0.01786713566232313,0.0,0.0
2022,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,548.96,128.5,404.28,38.88,0.69,1623.87,0.0,0.033481744228294176,0.0,0.0
2023,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,639.85,141.19,481.22,45.72,0.17,1747.32,0.0,0.03604949293775612,0.0,0.0
2024,ILKKA2.HE,HEX,Ilkka Oyj,Media & Publishing,Communication Services,626.61,124.68,498.77,9.84,0.62,1997.05,0.0,0.0061991437370120936,0.0,0.0
