Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,23423.14,13967.08,6106.760000000001,458.81,0.0,10253.63,24.66
2005,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,24013.55,14258.53,6263.81,507.88,0.0,12178.62,60.29
2006,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,27094.34,17347.62,6876.919999999999,625.65,0.0,12424.08,0.0
2007,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,29079.38,17119.13,7254.68,672.6,0.0,13007.72,169.04
2008,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,29789.75,18682.64,7429.2699999999995,770.64,0.0,16606.3,144.94
2009,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,28774.57,17924.95,7136.24,757.16,0.0,15512.29,131.08
2010,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,30924.37,18464.93,7323.16,852.41,0.0,17918.84,146.63
2011,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,36090.39,23172.1,8394.25,1038.16,0.0,19775.07,180.48
2012,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,40065.27,48454.06,9381.42,1155.06,-645.42,22101.85,156.65
2013,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,43755.01,54299.14,10320.3,1254.5,-555.95,27154.01,0.0
2014,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,52214.93,64155.58,11846.95,1419.21,-322.42,34598.08,1.92
2015,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,65109.81,79746.82,14761.310000000001,1847.2,-609.04,43510.88,4.19
2016,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,70006.59,87038.62,16923.03,2177.98,-633.36,44779.6,4.74
2017,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,73726.96,89374.46,17364.38,2172.97,-607.15,50680.73,9.01
2018,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,78708.29,96165.94,19555.33,2709.2,-643.35,50637.36,9.76
2019,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,87501.86,105154.1,21515.09,3318.46,-873.82,55456.2,10.31
2020,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,89707.18,109176.88,24079.47,3993.63,-718.49,61472.1,9.4
2021,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,95216.69,114714.62,23289.289999999997,3944.69,-710.56,67792.26,8.77
2022,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,114770.82,138458.88,27280.55,4593.0,-939.6899999999999,80961.99,11.3
2023,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,140051.33,167628.46,34496.28,5685.02,-2705.16,92248.84,16.11
2024,ASSAb.ST,STX,Assa Abloy AB,Homebuilding & Construction Supplies,Other,152714.38,177840.32,39195.08,6204.7,-3604.23,110079.23,10.28
