Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2014,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,246.49,30.64,196.78,0.0,0.18,69.42,0.0,0.2721117833477387,0.0,2.34
2015,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,374.74,54.93,288.64,0.0,0.4,108.89,0.0,0.28257874919643694,0.0,4.61
2016,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,449.69,72.87,338.77,0.0,0.35,163.5,0.0,0.23058103975535174,0.0,5.81
2017,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,540.89,94.21,399.92,0.0,0.47,204.26,0.0,0.22662293155781843,0.0,7.1
2018,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,675.75,123.91,530.7099999999999,0.0,1.11,194.66,0.0,0.1028459878762977,0.0,15.8
2019,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,792.95,145.56,615.07,0.0,3.78,202.34,0.0,0.14104971829593776,0.0,33.11
2020,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,893.32,172.32,668.0699999999999,0.0,3.63,226.02,0.0,0.21812229006282655,0.0,40.81
2021,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,1008.87,220.66,714.18,0.0,13.17,248.95,0.0,0.2444667603936537,0.0,45.25
2022,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,1194.44,266.87,828.12,0.0,13.31,422.74,0.0,0.2037659081231964,0.0,48.23
2023,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,1399.71,299.05,1026.94,16.02,20.42,470.7,0.0,0.14727002336944978,0.0,59.3
2024,SIILI.HE,HEX,Siili Solutions Oyj,Software & IT Services,Information Technology,1300.22,271.25,990.7099999999999,7.83,15.67,489.41,0.0,0.06215647412190217,0.0,53.65
