Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2006,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,1167.93,251.22,583.97,0.0,73.84,2279.1,3.69,0.11341384884286333,53.16,0.0
2007,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,5806.63,1130.28,2870.79,0.0,232.81,2162.89,4.16,0.7257562123624285,236.65,0.0
2008,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,4787.12,1261.78,2251.9,0.0,242.54,1151.05,0.86,0.8949483900651962,220.6,0.0
2009,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,4098.56,911.4,1705.99,0.0,211.92,675.45,1.67,1.8744831049149342,235.29,0.0
2010,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,4372.13,999.21,1636.88,0.0,167.55,1441.98,1.42,1.0866634335596508,257.71,0.0
2011,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,4429.65,1265.46,1645.9899999999998,0.0,65.27,1572.73,1.42,0.9229933614966805,259.47,0.0
2012,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,5226.75,1621.87,2196.59,0.0,59.33,1644.84,1.43,0.8194038644936736,342.26,0.0
2013,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,6012.64,1841.6599999999999,2622.96,0.0,51.150000000000006,2097.99,1.45,0.7129853675265788,415.55,0.0
2014,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,7020.15,2189.35,3163.35,0.0,38.33,2726.13,1.55,0.5972548099483808,475.0,0.0
2015,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,9189.27,5715.37,4126.91,0.0,66.2,4034.72,0.92,-0.17821460784410884,675.88,0.0
2016,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,10793.94,6171.84,5419.57,0.0,47.83,4904.31,3.34,-0.17224129675099065,851.44,0.0
2017,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,11720.72,6710.14,6545.639999999999,0.0,129.59,4884.86,10.98,-0.34001315402464144,995.45,0.0
2018,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,12296.48,8017.54,7174.85,0.0,172.35000000000002,4059.0,13.1,-0.7534834606222836,1086.33,0.0
2019,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,13236.66,9407.310000000001,7021.42,0.0,290.28,4240.66,-5.28,-0.8222048552904346,1559.66,0.0
2020,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,4080.46,3841.92,3280.94,0.0,185.18,2011.95,-14.93,-1.61619813522148,1508.96,0.0
2021,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,5027.14,4026.38,3199.49,0.0,178.58,1978.18,-19.71,-1.2138608199257581,972.37,0.0
2022,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,12154.53,10222.26,5349.06,0.0,260.37,2669.63,8.59,-1.3729865358335012,1142.08,0.0
2023,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,16075.72,8138.740000000001,7715.54,0.0,429.48,2909.48,12.94,-0.07118757741871508,1429.47,0.0
2024,ICEAIR.IC,ISX,Icelandair Group hf,Passenger Transportation Services,Industrials,16874.27,8663.86,8363.08,0.0,441.16,3039.18,18.96,-0.19418012255815634,1655.26,0.0
