Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2005,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,560.94,425.51,97.17,37.18,-4.4,167.52,0.0
2006,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,513.49,387.39,93.55000000000001,30.57,-3.24,167.76,0.0
2007,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,490.81,387.25,107.49,40.2,-4.49,173.11,0.0
2008,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,461.13,361.42,96.09,35.84,-5.53,156.58,0.0
2009,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,377.53,297.83,104.5,29.23,-4.52,123.49,0.0
2010,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,291.23,215.73,65.12,11.17,-1.89,119.32,0.0
2011,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,310.9,223.73,27.05,6.13,-1.6,123.35,0.0
2012,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,411.44,280.98,93.24,16.64,0.0,135.23,0.0
2013,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,375.68,276.98,74.49000000000001,10.98,-2.66,152.14,0.0
2014,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,350.09,277.83,76.44999999999999,11.29,-2.97,140.54,0.0
2015,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,355.55,279.38,78.29,17.2,-8.24,149.58,0.0
2016,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,364.86,291.94,81.01,16.3,0.0,168.66,0.0
2017,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,324.72,285.88,101.97,20.14,0.9299999999999997,96.22,0.0
2018,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,281.69,201.31,56.92,11.19,-6.26,119.66,0.0
2019,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,293.74,237.2,60.42,9.22,-6.619999999999999,112.48,0.0
2020,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,262.68,215.28,68.2,9.9,-4.28,113.07,0.0
2021,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,196.34,155.61,40.56,9.52,-6.43,99.63,0.0
2022,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,141.16,103.6,22.53,1.35,-3.47,138.83,0.0
2023,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,219.49,170.7,35.699999999999996,1.91,-8.39,151.89,0.0
2024,GJ.CO,COX,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,204.19,150.56,38.66,2.3,-7.58,164.78,0.0
