Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2006,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,16.66,7.64,5.67,0.0,-6.79,353.56,0.0
2007,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,63.79,28.17,8.15,0.0,0.0,406.12,0.0
2008,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,49.27,29.68,9.49,0.0,-20.19,289.98,0.0
2017,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,97.42,38.44,13.65,0.0,-9.88,321.41,0.0
2018,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,91.59,37.45,11.61,0.0,-10.49,379.9,0.0
2019,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,102.09,41.5,14.05,0.0,-19.54,895.94,0.0
2020,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,182.59,55.46,62.13,0.0,-44.93,2148.86,0.0
2021,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,227.4,56.419999999999995,45.3,0.0,-40.09,2217.36,0.0
2022,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,249.51,63.66,47.989999999999995,0.0,-59.480000000000004,2354.2,0.0
2023,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,290.72,68.58,49.269999999999996,0.0,-128.99,2317.87,0.0
2024,ANNEb.ST,STX,Annehem Fastigheter AB (publ),Real Estate Operations,Real Estate,330.52,81.36,52.28,0.0,-132.21,2687.34,0.0
