Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,554.69,357.1,147.82000000000002,9.58,-2.21,246.83,0.0
2005,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,672.39,419.89,167.59,10.04,-3.91,280.65,0.0
2006,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1012.12,624.43,238.46000000000004,11.3,-8.65,370.39,0.0
2007,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1146.99,705.06,256.5,15.9,-7.29,448.14,0.0
2008,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1177.49,799.92,274.89,17.96,-6.06,591.09,0.0
2009,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,682.27,450.63,257.89,18.28,-6.8,481.44,0.0
2010,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,857.7,554.94,247.55,18.81,-6.37,490.51,0.0
2011,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1020.06,647.46,252.68,24.62,-5.74,552.36,0.0
2012,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,949.48,599.47,264.78,29.2,-5.53,538.98,0.0
2013,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1057.24,624.4,284.69999999999993,26.53,-7.42,695.1,0.0
2014,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1090.21,659.55,318.41999999999996,33.26,-6.87,783.74,0.0
2015,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1257.52,743.68,385.03000000000003,38.83,-6.27,912.08,0.0
2016,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1516.04,901.42,436.63999999999993,45.96,-9.72,972.35,0.0
2017,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,2907.02,1872.92,670.04,103.03,-30.88,2006.16,0.0
2018,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3270.57,2155.35,733.3,127.74,-26.0,2172.7,0.0
2019,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3466.84,2299.98,736.6700000000001,127.18,-52.57000000000001,2276.33,0.0
2020,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3221.06,2132.53,693.8399999999999,116.3,-39.3,2610.69,0.0
2021,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3619.19,2451.8,696.09,110.24,-28.32,2721.7,0.0
2022,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,4351.64,3071.52,820.5,127.68,-71.1,3095.14,0.0
2023,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,5712.64,3922.11,935.8500000000001,141.45,-139.67000000000002,3698.93,0.0
2024,VBGb.ST,STX,VBG Group AB (publ),Consumer Goods Conglomerates,Other,5673.69,3837.32,1059.44,165.64,-58.919999999999995,4248.85,0.0
