Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2005,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,408.1,226.2,141.01,0.0,0.0,176.1,9.65,0.22013458950201908,0.0,38.69
2006,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,535.76,306.58,151.74,0.0,0.0,566.2,13.05,0.13369011652999568,0.0,44.15
2007,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,1021.81,746.17,406.71,0.0,0.0,1266.08,0.0,-0.1035242638695817,0.0,73.64999999999999
2008,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,1477.03,903.68,608.3199999999999,0.0,0.0,928.6,0.0,-0.03765884126642248,0.0,110.52
2009,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,1612.62,900.58,725.4200000000001,0.0,0.0,1374.42,0.0,-0.009735015497446356,0.0,121.58
2010,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2446.49,932.12,950.73,0.0,0.0,1982.41,0.0,0.2843205996741339,0.0,119.57
2011,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2046.99,0.0,982.1700000000001,0.0,45.27,1690.15,0.0,0.6032304825015531,0.0,140.2
2012,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2050.07,0.0,1079.81,0.0,76.05,1513.23,0.0,0.5909280149085071,0.0,161.34
2013,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,2404.22,0.0,1113.42,0.0,89.73,1988.01,13.77,0.6000009991107913,0.0,136.04
2014,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4099.54,0.0,1528.68,0.0,89.08,2222.09,19.36,1.1072207722679512,0.0,140.72
2015,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4608.67,0.0,1812.5,0.0,117.96,2207.16,30.35,1.1969600135865317,0.0,167.37
2016,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,6545.19,3287.16,2155.73,0.0,74.87,3150.68,56.27,0.3203760582484915,0.0,180.39
2017,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,7017.46,3724.2,2408.56,0.0,44.66,3304.36,43.54,0.25091549926819806,0.0,201.13
2018,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,7500.32,3852.86,2598.32,0.0,54.08,3834.05,49.46,0.25622696993183985,0.0,235.64999999999998
2019,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,8273.59,4181.97,3034.3900000000003,0.0,61.9,4084.21,56.63,0.24036910385332433,0.0,410.59
2020,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4384.36,1717.28,2461.28,0.0,92.13,4370.92,0.0,0.026005966707237774,0.0,368.88
2021,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4598.59,1738.27,2504.91,0.0,189.39,5563.3,0.0,0.029842000251649257,0.0,375.67
2022,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,7163.96,2233.66,3260.5899999999997,0.0,151.41,6485.71,0.0,0.2340992736338813,0.0,451.34999999999997
2023,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,7019.63,2747.94,3551.5099999999998,0.0,253.71,6669.17,0.0,0.06994423593940485,0.0,554.6999999999999
2024,GSFG.OL,OBX,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,7381.24,3525.4,3951.8500000000004,0.0,215.67,4051.95,0.0,-0.07692098865978125,0.0,651.01
