Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,431.76,94.55,315.44,0.0,0.0,555.87,0.0,0.03916383327036894,0.0,19.24
2005,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,552.53,110.99,365.41,0.0,0.32,616.85,0.0,0.12289859771419298,0.0,17.48
2006,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,577.73,151.27,389.77000000000004,58.04,0.09,613.81,0.0,0.15418451963962793,0.0,24.17
2007,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,561.81,121.39,370.71,87.05,0.0,618.35,0.0,0.2535133823886148,0.0,37.15
2008,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,635.9,137.71,403.21999999999997,98.2,0.0,810.69,0.0,0.23827850349702098,0.0,46.07
2009,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,464.75,93.22,504.65,126.6,0.0,638.52,0.6,-0.010201527099762145,0.0,59.83
2010,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,485.73,81.11,469.48,105.19,0.0,561.11,0.44,0.07181907221084495,0.0,70.0
2011,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,485.34,84.07,440.87,94.29,4.92,382.53,0.5,0.1299376027987364,0.0,73.11
2012,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,548.77,107.73,522.6800000000001,118.17,17.61,240.61,0.39,0.0785062240663897,0.0,55.010000000000005
2013,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,577.06,82.7,482.34000000000003,122.85,14.78,180.59,0.43,0.6634073583029496,0.0,27.43
2014,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,618.16,99.19,492.89,100.29,19.93,152.21,0.47,0.6971443542048733,0.0,9.02
2015,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,683.93,70.55,510.08000000000004,116.15,17.72,170.88,0.0,1.1805360486891383,0.0,8.860000000000001
2016,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,557.99,43.63,610.59,60.5,0.0,95.96,1.05,-0.3683125450984437,0.0,8.32
2017,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,513.86,17.02,417.78000000000003,55.73,6.29,-61.88,1.94,-2.143810477143811,0.0,6.49
2018,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,402.26,21.76,330.66999999999996,50.47,5.24,-66.51,2.09,-1.4756286867432484,0.0,5.620000000000001
2019,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,462.62,20.16,317.16999999999996,61.37,3.57,33.78,1.97,5.121398601398602,0.0,10.020000000000001
2020,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,566.41,29.46,347.37000000000006,75.38,3.68,206.61,1.94,1.2528410453128738,0.0,18.55
2021,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,652.59,23.12,389.82,57.47,1.98,675.47,1.99,0.4356567177397927,0.0,16.32
2022,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,722.62,71.32,467.17,108.27,0.89,837.49,1.99,0.3472506789917567,0.0,15.32
2023,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,894.17,54.08,570.26,176.91,7.3,1201.68,2.02,0.3650743540749355,0.0,44.11
2024,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,831.5,29.15,526.27,0.0,7.87,1359.09,2.2,0.1970263500062441,0.0,80.50999999999999
