Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2005,CATE.ST,Catena AB,Real Estate Operations,Real Estate,12.45,2.85,28.01,0.0,0.0,450.38,0.0,-0.04087659309916072,0.0,0.0
2006,CATE.ST,Catena AB,Real Estate Operations,Real Estate,153.98,14.06,32.4,0.0,0.0,751.9,0.0,0.14299773906104532,0.0,0.0
2007,CATE.ST,Catena AB,Real Estate Operations,Real Estate,155.73,14.86,23.44,0.0,0.0,845.85,0.0,0.13883076195542945,0.0,0.0
2008,CATE.ST,Catena AB,Real Estate Operations,Real Estate,161.9,15.81,23.73,0.0,0.0,716.79,0.0,0.17070550649423125,0.0,0.0
2009,CATE.ST,Catena AB,Real Estate Operations,Real Estate,22.42,2.8600000000000003,20.81,0.0,0.0,714.14,0.0,-0.001750357072842855,0.0,0.0
2010,CATE.ST,Catena AB,Real Estate Operations,Real Estate,23.03,3.1500000000000004,13.05,0.0,0.0,732.94,0.0,0.00931863454034437,0.0,0.0
2011,CATE.ST,Catena AB,Real Estate Operations,Real Estate,23.31,3.21,13.27,0.0,0.0,258.08,0.0,0.026464662120272778,0.0,0.0
2012,CATE.ST,Catena AB,Real Estate Operations,Real Estate,245.97,120.83,0.0,0.0,65.92,622.93,6.25,0.09412250866206809,0.0,0.0
2013,CATE.ST,Catena AB,Real Estate Operations,Real Estate,285.92,126.27,7.76,0.0,80.05,1542.33,5.09,0.0464256633622417,0.0,0.0
2014,CATE.ST,Catena AB,Real Estate Operations,Real Estate,396.18,145.22,26.55,0.0,87.36,1897.83,4.6,0.07203944428967164,0.0,0.0
2015,CATE.ST,Catena AB,Real Estate Operations,Real Estate,443.82,166.64999999999998,25.53,0.0,90.16,2588.57,4.6,0.06227127415479896,0.0,0.0
2016,CATE.ST,Catena AB,Real Estate Operations,Real Estate,772.41,312.17,32.4,0.0,230.08,3698.35,4.17,0.0534122705616715,0.0,0.0
2017,CATE.ST,Catena AB,Real Estate Operations,Real Estate,863.76,316.75,29.92,0.0,206.36,4599.47,0.0,0.06755778383161538,0.0,0.0
2018,CATE.ST,Catena AB,Real Estate Operations,Real Estate,1021.41,362.87,29.41,0.0,222.22000000000003,5180.64,0.0,0.07854434973285153,0.0,0.0
2019,CATE.ST,Catena AB,Real Estate Operations,Real Estate,1100.79,373.7300000000001,31.73,0.0,221.39,5924.15,0.0,0.0800013504046994,0.0,0.0
2020,CATE.ST,Catena AB,Real Estate Operations,Real Estate,1293.58,385.75,36.03,0.0,250.55,7925.9,0.0,0.07838226573638325,0.0,0.0
2021,CATE.ST,Catena AB,Real Estate Operations,Real Estate,1390.46,428.34,36.68,0.0,246.24,10965.51,0.0,0.06193966354506084,0.0,0.0
2022,CATE.ST,Catena AB,Real Estate Operations,Real Estate,1467.02,456.08,41.81,0.0,208.08,15716.31,0.0,0.048424216625912835,0.0,0.0
2023,CATE.ST,Catena AB,Real Estate Operations,Real Estate,1799.46,518.53,49.76,0.0,500.63,17508.64,0.0,0.04172454285427081,0.0,0.0
2024,CATE.ST,Catena AB,Real Estate Operations,Real Estate,2230.28,582.74,58.99,0.0,669.18,23747.98,0.0,0.03871360848375315,0.0,0.0
