Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,3.2,0.0,291.09,0.0,76.83,723.93,0.0,-0.5038056165651376
2005,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,3.5,0.0,283.38,0.0,83.43,729.74,0.0,-0.4978622523090416
2006,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,347.59,0.0,312.07,0.0,136.48,765.51,0.0,-0.13188593225431414
2007,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,0.36,0.0,321.87,0.0,208.18,758.86,0.0,-0.6980075376222229
2008,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,0.72,0.0,358.35,0.0,283.78,907.79,0.0,-0.7065620903512927
2009,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,569.42,0.0,413.7,0.0,184.36,763.9,0.0,-0.03749181830082477
2010,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,532.98,0.0,409.41,0.0,105.19,763.96,0.0,0.024058851248756473
2011,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,547.24,0.0,425.86,0.0,0.0,805.3,0.0,0.15072643735253943
2012,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,601.2,0.0,432.29,0.0,118.27,824.67,0.0,0.061406380734111865
2013,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,637.69,0.0,465.6,0.0,132.35,1039.56,0.0,0.038227711724191045
2014,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,751.7,0.0,594.18,0.0,151.26,1204.48,0.0,0.005197263549415602
2015,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,819.0,0.0,716.2,0.0,149.32,1387.24,0.0,-0.033534211816268304
2016,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,961.82,0.0,744.42,0.0,153.38,1458.83,0.0,0.043884482770439395
2017,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,992.75,0.0,759.14,0.0,160.81,1779.95,0.0,0.04090002528160904
2018,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,1020.64,0.0,828.3,0.0,181.19,2362.81,0.0,0.004718957512453407
2019,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,1170.64,0.0,899.38,0.0,135.62,2526.85,0.0,0.05367948235945945
2020,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,1297.61,0.0,964.37,0.0,93.55,2909.88,0.0,0.08237109434066005
2021,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,1345.72,0.0,999.98,0.0,40.650000000000006,3018.35,0.0,0.10107840376364571
2022,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,1479.73,0.0,1045.54,0.0,74.89000000000001,3414.95,0.0,0.10521383914845023
2023,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,2373.9,0.0,1296.71,0.0,516.63,4287.61,0.0,0.13073950289322026
2024,LASP.CO,Laan & Spar Bank A/S,Banking Services,Financials,2558.84,0.0,1504.6,0.0,787.51,5130.23,0.0,0.05199182102946657
