Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2015,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,2882.14,59.53,1717.39,0.0,102.68,927.01,0.0,1.081477006720531,0.0,363.18
2016,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,3110.41,60.19,2020.4199999999998,0.0,105.53,898.8,0.0,1.0283377837116154,0.0,194.35
2017,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,3250.06,69.72,1958.8799999999999,0.0,83.35,1034.74,0.0,1.0998994916597409,0.0,160.07
2018,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,3259.0,80.0,2890.0,0.0,236.0,761.0,0.0,0.06964520367936924,0.0,739.0
2019,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,3987.0,115.0,3639.0,0.0,253.0,1223.0,0.0,-0.016353229762878167,0.0,972.0
2020,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,3534.0,122.0,3631.0,0.0,269.0,885.0,0.0,-0.5514124293785311,0.0,1045.0
2021,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,3247.0,106.0,3366.0,0.0,284.0,483.0,0.0,-1.0538302277432712,0.0,1042.0
2022,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,4082.0,147.0,3915.0,0.0,300.0,860.0,0.0,-0.32558139534883723,0.0,1120.0
2023,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,4734.0,137.0,3991.0,0.0,395.0,1020.0,0.0,0.2068627450980392,0.0,1178.0
2024,SATSS.OL,Sats ASA,Hotels & Entertainment Services,Consumer Discretionary,5064.0,143.0,4178.0,0.0,334.0,1345.0,0.0,0.30408921933085503,0.0,1198.0
