Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2015,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,295.14,16.2,270.83,0.0,0.0,90.1,0.0,0.0900110987791344,0.0,17.98,327.86
2016,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,343.26,13.51,293.90000000000003,0.0,0.0,106.32,0.0,0.3371896162528213,0.0,24.55,424.47
2017,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,386.47,19.99,324.47,0.0,4.61,137.26,0.0,0.2724755937636601,0.0,43.56,836.24
2018,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,469.23,24.53,368.97,0.0,5.69,185.15,0.0,0.3782878746961923,0.0,49.25,1297.01
2019,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,570.56,35.42,436.33,0.0,8.73,231.97,0.0,0.3883260766478421,0.0,83.66,3087.69
2020,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,698.74,26.44,535.45,0.0,9.17,337.01,0.0,0.3788611613898694,0.0,111.5,6813.53
2021,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,841.47,31.01,652.73,0.0,8.219999999999999,447.69,0.0,0.3339587661104782,0.0,115.97,5129.34
2022,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,1030.64,39.87,835.67,0.0,10.47,587.39,0.0,0.246224825073631,0.0,155.47,2868.7
2023,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,1388.6,44.31,1210.8,0.0,41.34,624.28,0.0,0.1476100467738835,0.0,216.25,2115.51
2024,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,1466.75,41.04,1311.34,0.0,53.190000000000005,639.85,0.0,0.0956161600375086,0.0,255.13,1459.02
