Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
1998,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,1626.75,1242.54,306.27,0.0,26.68,767.08,0.0,0.06682484225895612,0.0,0.0
1999,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,1874.65,1401.34,413.03,0.0,31.38,752.94,0.0,0.0383828724732385,0.0,0.0
2000,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2122.41,1601.28,478.68,0.0,46.85,765.92,0.0,-0.005744725297681386,0.0,0.0
2001,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2043.87,0.0,2031.88,0.0,0.0,692.79,0.0,0.017306831796070645,0.0,0.0
2002,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2127.7,0.0,2155.96,0.0,0.0,663.54,0.0,-0.04258974590831031,0.0,0.0
2003,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3937.77,3094.47,876.41,0.0,104.11,797.87,0.0,-0.17198290448318623,0.0,0.0
2004,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3555.29,2731.1,725.45,0.0,9.2,859.21,0.0,0.10421200870567149,0.0,0.0
2005,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3555.36,2715.9700000000003,869.8199999999999,0.0,22.43,897.44,0.0,-0.05890087359600649,0.0,0.0
2006,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,1982.83,0.0,1937.78,0.0,0.0,980.39,0.0,0.045951101092422356,0.0,0.0
2007,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2480.17,2045.98,506.29,5.61,36.85,1009.32,0.0,-0.1023857646732453,0.0,0.0
2008,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2875.02,2369.36,580.61,6.59,24.71,1311.57,0.0,-0.0709607569554047,0.0,0.0
2009,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2321.44,1841.44,536.72,7.85,3.49,1138.74,0.0,-0.04598064527460176,0.0,0.0
2010,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2470.52,1926.32,512.19,0.0,4.8,1060.7,0.0,0.025652870745733938,0.0,0.0
2011,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2614.27,2080.5,490.12,7.01,3.12,1056.06,0.0,0.04501638164498227,0.0,0.0
2012,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2826.57,2267.53,539.61,8.22,5.23,1015.83,0.0,0.022070622052902528,0.0,0.0
2013,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3024.27,0.0,3015.68,0.0,1.56,1181.51,0.0,0.005950013118805719,0.0,0.0
2014,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3214.78,2691.66,3077.73,18.38,3.34,1158.79,0.0,-2.191570517522588,0.0,0.0
2015,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3406.13,2869.4500000000003,3246.0200000000004,21.47,3.58,1161.6,0.0,-2.317019628099174,0.0,0.0
2016,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2897.91,2458.57,2770.6700000000005,18.58,1.86,1068.73,0.0,-2.165757487859423,0.0,0.0
2017,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2909.16,2487.44,2751.48,19.59,1.87,1105.61,0.0,-2.091189479111079,0.0,0.0
2018,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2495.42,0.0,2507.9,0.0,3.84,1001.67,0.0,-0.016292791038964947,0.0,0.0
2019,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2922.95,2674.86,2792.9999999999995,12.8,1.97,924.03,0.0,-2.742421782842548,0.0,0.0
2020,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,3140.83,2781.6,2918.86,10.72,3.22,995.24,0.0,-2.564336240504803,0.0,0.0
2021,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2884.9,2550.58,2711.13,10.16,2.03,934.07,0.0,-2.5358699026839533,0.0,0.0
2022,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,1834.04,1476.72,1735.12,14.13,4.04,1006.49,0.0,-1.3588907987163308,0.0,0.0
2023,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,2002.0,1494.37,1840.01,18.25,5.7,1157.65,0.0,-1.1400941562648468,0.0,0.0
2024,APETIT.HE,HEX,Apetit Oyj,Food & Tobacco,Consumer Staples,1889.35,1342.06,1690.65,24.4,5.81,1266.12,0.0,-0.8883597131393549,0.0,0.0
